,ltable_id,rtable_id,id,name,year,rating,rank,num_players,min_num_players,max_num_players,gameplay_time,min_gameplay_time,max_gameplay_time,min_age,complexity_weight,category,mechanisms,type,BGG_link,store_names,store_prices,links_to_buy,availability,international_store
143,2644,3139,2644,Embrace An Angry Wind,1992.0,6.8,6159.0,2,2.0,2.0,360  Min,360.0,360.0,12.0,2.92,American Civil War;Dice;Wargame,Hex-and-Counter;Simulation,Civil War Brigade (CWB) Series,http://www.boardgamegeek.com/boardgame/9117,"Amazon.com,Noble Knight Games,Noble Knight Games,","-,$45.00,$55.00,Prices from $ 55.00","http://www.amazon.com/GAMERS-Embrace-Franklin-November-Boardgame/dp/B01DEQ9O12%3FSubscriptionId%3DAKIAJ4BCA4P5VKV33HTQ%26tag%3Dboardgcom0a-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3DB01DEQ9O12,http://www.nobleknight.com/ProductDetailSearch.asp_Q_ProductID_E_1981731331_A_InventoryID_E_2148419960_A_ProductLineID_E_0_A_ManufacturerID_E_0_A_CategoryID_E__A_GenreID_E__A_awid_E_713?utm_source=boardgameprices.com&utm_medium=price-search&utm_term=embraceangrywind,http://www.nobleknight.com/ProductDetailSearch.asp_Q_ProductID_E_1981731331_A_InventoryID_E_2148360847_A_ProductLineID_E_0_A_ManufacturerID_E_0_A_CategoryID_E__A_GenreID_E__A_awid_E_713?utm_source=boardgameprices.com&utm_medium=price-search&utm_term=embraceangrywind,http://rover.ebay.com/rover/1/711-53200-19255-0/1?icep_ff3=9&pub=5575073539&toolid=10001&campid=5337455777&customid=&icep_uq=Embrace%20An%20Angry%20Wind&icep_sellerId=&icep_ex_kw=&icep_sortBy=12&icep_catId=2550&icep_minPrice=&icep_maxPrice=&ipn=psmain&icep_vectorid=229466&kwid=902099&mtid=824&kw=lg","In Stock,In Stock,In Stock,In Stock","False,False,False,False"
144,2797,7986,2797,Buena Vista,1992.0,7.2,,2-3,2.0,3.0,240  Min,240.0,240.0,12.0,2.67,American West;Dice;Fighting;Wargame,Dice Rolling;Hex-and-Counter;Paper-and-Pencil;Simultaneous Action Selection,Country: Mexico,http://www.boardgamegeek.com/boardgame/9270,"Noble Knight Games,Noble Knight Games,Amazon.com,","$17.00,$18.00,$64.00,Prices from $ 3.00","http://www.nobleknight.com/ProductDetailSearch.asp_Q_ProductID_E_2147355725_A_InventoryID_E_2148389595_A_ProductLineID_E_0_A_ManufacturerID_E_0_A_CategoryID_E__A_GenreID_E__A_awid_E_713?utm_source=boardgameprices.com&utm_medium=price-search&utm_term=buenavista,http://www.nobleknight.com/ProductDetailSearch.asp_Q_ProductID_E_2147355725_A_InventoryID_E_2148203239_A_ProductLineID_E_0_A_ManufacturerID_E_0_A_CategoryID_E__A_GenreID_E__A_awid_E_713?utm_source=boardgameprices.com&utm_medium=price-search&utm_term=buenavista,http://www.amazon.com/Disneyland-Parker-Brothers-FANTASYLAND-ADVENTURELAND/dp/B00383DEKE%3FSubscriptionId%3DAKIAJ4BCA4P5VKV33HTQ%26tag%3Dboardgcom0a-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3DB00383DEKE,http://rover.ebay.com/rover/1/711-53200-19255-0/1?icep_ff3=9&pub=5575073539&toolid=10001&campid=5337455777&customid=&icep_uq=Buena%20Vista&icep_sellerId=&icep_ex_kw=&icep_sortBy=12&icep_catId=2550&icep_minPrice=&icep_maxPrice=&ipn=psmain&icep_vectorid=229466&kwid=902099&mtid=824&kw=lg","In Stock,In Stock,In Stock,In Stock","False,False,False,False"
145,3098,620,3098,Master Criminals!,1992.0,4.7,,2-6,2.0,6.0,30  Min,30.0,30.0,12.0,1.5,Card Game;Deduction;Murder/Mystery,,,http://www.boardgamegeek.com/boardgame/9566,"Noble Knight Games,BoardGameCo,Amazon.com,","$9.00,$12.99,$12.08,Prices from $ 15.00","http://www.nobleknight.com/ProductDetailSearch.asp_Q_ProductID_E_2147421057_A_InventoryID_E_2148227931_A_ProductLineID_E_0_A_ManufacturerID_E_0_A_CategoryID_E__A_GenreID_E__A_awid_E_713?utm_source=boardgameprices.com&utm_medium=price-search&utm_term=mastercriminal,http://boardgameco.com/product/master-criminals/?utm_source=boardgameprices.com&utm_medium=price-search&utm_term=mastercriminal,http://www.amazon.com/Classic-Mystery-Jigsaw-Puzzle-Sherlock/dp/B003G9MAM8%3FSubscriptionId%3DAKIAJ4BCA4P5VKV33HTQ%26tag%3Dboardgcom0a-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3DB003G9MAM8,http://rover.ebay.com/rover/1/711-53200-19255-0/1?icep_ff3=9&pub=5575073539&toolid=10001&campid=5337455777&customid=&icep_uq=Master%20Criminals!&icep_sellerId=&icep_ex_kw=&icep_sortBy=12&icep_catId=2550&icep_minPrice=&icep_maxPrice=&ipn=psmain&icep_vectorid=229466&kwid=902099&mtid=824&kw=lg","In Stock,In Stock,In Stock,In Stock","False,False,False,False"
146,3179,7652,3179,Bloody Roads South,1992.0,7.4,5467.0,1-2,1.0,2.0,240  Min,240.0,240.0,12.0,3.3,American Civil War;Wargame,Hex-and-Counter;Simulation,Civil War Brigade (CWB) Series,http://www.boardgamegeek.com/boardgame/9640,"Amazon.com,Noble Knight Games,","$36.12,$60.00,Prices from $ 60.00","http://www.amazon.com/POOZ-Little-Children-Bagpack-RoyalBlue/dp/B01KGZIE2E%3Fpsc%3D1%26SubscriptionId%3DAKIAJ4BCA4P5VKV33HTQ%26tag%3Dboardgcom0a-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3DB01KGZIE2E,http://www.nobleknight.com/ProductDetailSearch.asp_Q_ProductID_E_-466680018_A_InventoryID_E_2148241652_A_ProductLineID_E_0_A_ManufacturerID_E_0_A_CategoryID_E__A_GenreID_E__A_awid_E_713?utm_source=boardgameprices.com&utm_medium=price-search&utm_term=bloodyroadsouth,http://rover.ebay.com/rover/1/711-53200-19255-0/1?icep_ff3=9&pub=5575073539&toolid=10001&campid=5337455777&customid=&icep_uq=Bloody%20Roads%20South&icep_sellerId=&icep_ex_kw=&icep_sortBy=12&icep_catId=2550&icep_minPrice=&icep_maxPrice=&ipn=psmain&icep_vectorid=229466&kwid=902099&mtid=824&kw=lg","In Stock,In Stock,In Stock","False,False,False"
147,3598,7944,3598,Alexander's Generals,1992.0,5.1,,2-6,2.0,6.0,180  Min,180.0,180.0,12.0,2.0,Ancient;Fighting;Wargame,Hex-and-Counter,Admin: Better Description Needed!;Country: Greece,http://www.boardgamegeek.com/boardgame/3168,"Amazon.com,Noble Knight Games,Noble Knight Games,","$6.88,$12.00,$15.00,Prices from $ 8.00","http://www.amazon.com/Madame-Alexander-Travel-Friends-Russia/dp/B00KZ87U28%3FSubscriptionId%3DAKIAJ4BCA4P5VKV33HTQ%26tag%3Dboardgcom0a-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3DB00KZ87U28,http://www.nobleknight.com/ProductDetailSearch.asp_Q_ProductID_E_2147357857_A_InventoryID_E_2148360337_A_ProductLineID_E_0_A_ManufacturerID_E_0_A_CategoryID_E__A_GenreID_E__A_awid_E_713?utm_source=boardgameprices.com&utm_medium=price-search&utm_term=alexandergeneral,http://www.nobleknight.com/ProductDetailSearch.asp_Q_ProductID_E_2147357857_A_InventoryID_E_2148360035_A_ProductLineID_E_0_A_ManufacturerID_E_0_A_CategoryID_E__A_GenreID_E__A_awid_E_713?utm_source=boardgameprices.com&utm_medium=price-search&utm_term=alexandergeneral,http://rover.ebay.com/rover/1/711-53200-19255-0/1?icep_ff3=9&pub=5575073539&toolid=10001&campid=5337455777&customid=&icep_uq=Alexander's%20Generals&icep_sellerId=&icep_ex_kw=&icep_sortBy=12&icep_catId=2550&icep_minPrice=&icep_maxPrice=&ipn=psmain&icep_vectorid=229466&kwid=902099&mtid=824&kw=lg","In Stock,In Stock,In Stock,In Stock","False,False,False,False"
148,3607,6263,3607,Battle for Armageddon,1992.0,6.5,3478.0,2,2.0,2.0,120  Min,120.0,120.0,14.0,2.44,Print & Play;Science Fiction;Wargame,Area Movement;Dice Rolling;Hex-and-Counter;Set Collection,Warhammer 40000 Board Games;Warhammer 40000 Wargames,http://www.boardgamegeek.com/boardgame/3177,"Amazon.com,Noble Knight Games","$3.79,$195.00","http://www.amazon.com/Yu-Gi-Oh-Adreus-Keeper-Armageddon-BP01-EN030/dp/B0082GJMG2%3FSubscriptionId%3DAKIAJ4BCA4P5VKV33HTQ%26tag%3Dboardgcom0a-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3DB0082GJMG2,http://www.nobleknight.com/ProductDetailSearch.asp_Q_ProductID_E_-1063674767_A_InventoryID_E_2148358348_A_ProductLineID_E_0_A_ManufacturerID_E_0_A_CategoryID_E__A_GenreID_E__A_awid_E_713?utm_source=boardgameprices.com&utm_medium=price-search&utm_term=battleforarmageddon","In Stock,In Stock","False,False"
149,4467,8461,4467,Army Group Center,1992.0,6.4,8572.0,1-2,1.0,2.0,120  Min,120.0,120.0,12.0,3.43,Wargame;World War II,Hex-and-Counter,,http://www.boardgamegeek.com/boardgame/4012,"Amazon.com,Noble Knight Games,Noble Knight Games,","-,$12.00,$24.00,Prices from $ 25.00","http://www.amazon.com/SPI-Strategy-Magazine-Destruction-Offensive/dp/B001L9K5RW%3FSubscriptionId%3DAKIAJ4BCA4P5VKV33HTQ%26tag%3Dboardgcom0a-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3DB001L9K5RW,http://www.nobleknight.com/ProductDetailSearch.asp_Q_ProductID_E_10288_A_InventoryID_E_2148413013_A_ProductLineID_E_0_A_ManufacturerID_E_0_A_CategoryID_E__A_GenreID_E__A_awid_E_713?utm_source=boardgameprices.com&utm_medium=price-search&utm_term=armygroupcenter,http://www.nobleknight.com/ProductDetailSearch.asp_Q_ProductID_E_10288_A_InventoryID_E_2148360718_A_ProductLineID_E_0_A_ManufacturerID_E_0_A_CategoryID_E__A_GenreID_E__A_awid_E_713?utm_source=boardgameprices.com&utm_medium=price-search&utm_term=armygroupcenter,http://rover.ebay.com/rover/1/711-53200-19255-0/1?icep_ff3=9&pub=5575073539&toolid=10001&campid=5337455777&customid=&icep_uq=Army%20Group%20Center&icep_sellerId=&icep_ex_kw=&icep_sortBy=12&icep_catId=2550&icep_minPrice=&icep_maxPrice=&ipn=psmain&icep_vectorid=229466&kwid=902099&mtid=824&kw=lg","In Stock,In Stock,In Stock,In Stock","False,False,False,False"
150,4501,6522,4501,Across 5 Aprils,1992.0,7.0,2066.0,2,2.0,2.0,180  Min,180.0,180.0,12.0,2.37,American Civil War;Wargame,Chit-Pull System;Dice Rolling;Hex-and-Counter,,http://www.boardgamegeek.com/boardgame/4047,"Amazon.com,Noble Knight Games,Noble Knight Games,BoardGameCo,","-,$25.00,$40.00,$59.99,Prices from $ 9.00","http://www.amazon.com/Across-5-Aprils/dp/0912515716%3FSubscriptionId%3DAKIAJ4BCA4P5VKV33HTQ%26tag%3Dboardgcom0a-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3D0912515716,http://www.nobleknight.com/ProductDetailSearch.asp_Q_ProductID_E_-2064092525_A_InventoryID_E_2148446121_A_ProductLineID_E_0_A_ManufacturerID_E_0_A_CategoryID_E__A_GenreID_E__A_awid_E_713?utm_source=boardgameprices.com&utm_medium=price-search&utm_term=acros5april,http://www.nobleknight.com/ProductDetailSearch.asp_Q_ProductID_E_-2064092525_A_InventoryID_E_2148454556_A_ProductLineID_E_0_A_ManufacturerID_E_0_A_CategoryID_E__A_GenreID_E__A_awid_E_713?utm_source=boardgameprices.com&utm_medium=price-search&utm_term=acros5april,http://boardgameco.com/product/across-5-aprils/?utm_source=boardgameprices.com&utm_medium=price-search&utm_term=acros5april,http://rover.ebay.com/rover/1/711-53200-19255-0/1?icep_ff3=9&pub=5575073539&toolid=10001&campid=5337455777&customid=&icep_uq=Across%205%20Aprils&icep_sellerId=&icep_ex_kw=&icep_sortBy=12&icep_catId=2550&icep_minPrice=&icep_maxPrice=&ipn=psmain&icep_vectorid=229466&kwid=902099&mtid=824&kw=lg","In Stock,In Stock,In Stock,In Stock,In Stock","False,False,False,False,False"
151,5763,8886,5763,Bloody Kasserine,1992.0,6.4,5138.0,2,2.0,2.0,120  Min,120.0,120.0,12.0,2.35,Wargame;World War II,Hex-and-Counter,Country: Tunisia,http://www.boardgamegeek.com/boardgame/5278,"Noble Knight Games,Noble Knight Games,Amazon.com,","$18.00,$25.00,$31.99,Prices from $ 5.00","http://www.nobleknight.com/ProductDetailSearch.asp_Q_ProductID_E_10800_A_InventoryID_E_2148420864_A_ProductLineID_E_0_A_ManufacturerID_E_0_A_CategoryID_E__A_GenreID_E__A_awid_E_713?utm_source=boardgameprices.com&utm_medium=price-search&utm_term=bloodykasserine,http://www.nobleknight.com/ProductDetailSearch.asp_Q_ProductID_E_10800_A_InventoryID_E_2148197463_A_ProductLineID_E_0_A_ManufacturerID_E_0_A_CategoryID_E__A_GenreID_E__A_awid_E_713?utm_source=boardgameprices.com&utm_medium=price-search&utm_term=bloodykasserine,http://www.amazon.com/Race-Tunis-Decision-North-Africa/dp/B000R0EIWE%3FSubscriptionId%3DAKIAJ4BCA4P5VKV33HTQ%26tag%3Dboardgcom0a-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3DB000R0EIWE,http://rover.ebay.com/rover/1/711-53200-19255-0/1?icep_ff3=9&pub=5575073539&toolid=10001&campid=5337455777&customid=&icep_uq=Bloody%20Kasserine&icep_sellerId=&icep_ex_kw=&icep_sortBy=12&icep_catId=2550&icep_minPrice=&icep_maxPrice=&ipn=psmain&icep_vectorid=229466&kwid=902099&mtid=824&kw=lg","In Stock,In Stock,In Stock,In Stock","False,False,False,False"
152,5857,6826,5857,Batman Returns 3-D Board Game,1992.0,4.0,,2-4,2.0,4.0,30  Min,30.0,30.0,5.0,1.0,Children's Game;Fighting;Movies / TV / Radio theme;Science Fiction,Dice Rolling;Roll / Spin and Move,3D Games;Comics: DC Universe,http://www.boardgamegeek.com/boardgame/5366,"Noble Knight Games,Amazon.com,","$20.00,$54.00,Prices from $ 14.00","http://www.nobleknight.com/ProductDetailSearch.asp_Q_ProductID_E_2147483697_A_InventoryID_E_2147939399_A_ProductLineID_E_0_A_ManufacturerID_E_0_A_CategoryID_E__A_GenreID_E__A_awid_E_713?utm_source=boardgameprices.com&utm_medium=price-search&utm_term=batmanreturn,http://www.amazon.com/Batman-Returns-Board-DC-Comics/dp/B000P1AKPY%3FSubscriptionId%3DAKIAJ4BCA4P5VKV33HTQ%26tag%3Dboardgcom0a-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3DB000P1AKPY,http://rover.ebay.com/rover/1/711-53200-19255-0/1?icep_ff3=9&pub=5575073539&toolid=10001&campid=5337455777&customid=&icep_uq=Batman%20Returns%20-%203-D%20Board%20Game&icep_sellerId=&icep_ex_kw=&icep_sortBy=12&icep_catId=2550&icep_minPrice=&icep_maxPrice=&ipn=psmain&icep_vectorid=229466&kwid=902099&mtid=824&kw=lg","In Stock,In Stock,In Stock","False,False,False"
153,6505,5426,6505,Wings Over France,1992.0,7.5,5490.0,1,1.0,1.0,60  Min,60.0,60.0,10.0,3.22,Aviation / Flight;Wargame;World War I,Action Point Allowance System;Campaign / Battle Card Driven;Hex-and-Counter,Solitaire Games,http://www.boardgamegeek.com/boardgame/5988,"Amazon.com,Noble Knight Games","$3.41,$125.00","http://www.amazon.com/Djeco-Small-Wings-Stickers-160/dp/B001EZ393K%3Fpsc%3D1%26SubscriptionId%3DAKIAJ4BCA4P5VKV33HTQ%26tag%3Dboardgcom0a-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3DB001EZ393K,http://www.nobleknight.com/ProductDetailSearch.asp_Q_ProductID_E_2147429774_A_InventoryID_E_2147841591_A_ProductLineID_E_0_A_ManufacturerID_E_0_A_CategoryID_E__A_GenreID_E__A_awid_E_713?utm_source=boardgameprices.com&utm_medium=price-search&utm_term=wingoverfrance","In Stock,In Stock","False,False"
154,6570,6500,6570,Port Arthur: The Russo-Japanese War,1992.0,5.5,10476.0,2,2.0,2.0,180  Min,180.0,180.0,12.0,2.36,Wargame,Hex-and-Counter;Simulation,Country: Japan;Country: Russia,http://www.boardgamegeek.com/boardgame/6047,"Amazon.com,Noble Knight Games,Noble Knight Games,","-,$55.00,$70.00,Prices from $ 70.00","http://www.amazon.com/XTR-Command-Magazine-Arthur-Russo-Japanese/dp/B007PLMD4S%3FSubscriptionId%3DAKIAJ4BCA4P5VKV33HTQ%26tag%3Dboardgcom0a-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3DB007PLMD4S,http://www.nobleknight.com/ProductDetailSearch.asp_Q_ProductID_E_2147344618_A_InventoryID_E_2148427411_A_ProductLineID_E_0_A_ManufacturerID_E_0_A_CategoryID_E__A_GenreID_E__A_awid_E_713?utm_source=boardgameprices.com&utm_medium=price-search&utm_term=portarthurrussojapanesewar,http://www.nobleknight.com/ProductDetailSearch.asp_Q_ProductID_E_2147344618_A_InventoryID_E_2148072689_A_ProductLineID_E_0_A_ManufacturerID_E_0_A_CategoryID_E__A_GenreID_E__A_awid_E_713?utm_source=boardgameprices.com&utm_medium=price-search&utm_term=portarthurrussojapanesewar,http://rover.ebay.com/rover/1/711-53200-19255-0/1?icep_ff3=9&pub=5575073539&toolid=10001&campid=5337455777&customid=&icep_uq=Port%20Arthur%20-%20The%20Russo-Japanese%20War&icep_sellerId=&icep_ex_kw=&icep_sortBy=12&icep_catId=2550&icep_minPrice=&icep_maxPrice=&ipn=psmain&icep_vectorid=229466&kwid=902099&mtid=824&kw=lg","In Stock,In Stock,In Stock,In Stock","False,False,False,False"
155,6935,2174,6935,Ancients I,1992.0,6.3,5604.0,1-2,1.0,2.0,90  Min,90.0,90.0,12.0,1.95,Ancient;Wargame,Dice Rolling;Hex-and-Counter;Simulation,Admin: Better Description Needed!,http://www.boardgamegeek.com/boardgame/12211,"Amazon.com,Noble Knight Games,Noble Knight Games,","$3.95,$45.00,$50.00,Prices from $ 7.00","http://www.amazon.com/Yu-Gi-Oh-Ancients-LDK2-ENK05-Legendary-Common/dp/B01M1Y8TVH%3FSubscriptionId%3DAKIAJ4BCA4P5VKV33HTQ%26tag%3Dboardgcom0a-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3DB01M1Y8TVH,http://www.nobleknight.com/ProductDetailSearch.asp_Q_ProductID_E_10287_A_InventoryID_E_2148359753_A_ProductLineID_E_0_A_ManufacturerID_E_0_A_CategoryID_E__A_GenreID_E__A_awid_E_713?utm_source=boardgameprices.com&utm_medium=price-search&utm_term=ancientii,http://www.nobleknight.com/ProductDetailSearch.asp_Q_ProductID_E_10287_A_InventoryID_E_2148289791_A_ProductLineID_E_0_A_ManufacturerID_E_0_A_CategoryID_E__A_GenreID_E__A_awid_E_713?utm_source=boardgameprices.com&utm_medium=price-search&utm_term=ancientii,http://rover.ebay.com/rover/1/711-53200-19255-0/1?icep_ff3=9&pub=5575073539&toolid=10001&campid=5337455777&customid=&icep_uq=Ancients%20II&icep_sellerId=&icep_ex_kw=&icep_sortBy=12&icep_catId=2550&icep_minPrice=&icep_maxPrice=&ipn=psmain&icep_vectorid=229466&kwid=902099&mtid=824&kw=lg","In Stock,In Stock,In Stock,In Stock","False,False,False,False"
156,158,3474,158,Go Away Monster!,1997.0,6.5,2294.0,2-4,2.0,4.0,10-15  Min,10.0,15.0,3.0,1.0,Children's Game;Puzzle,Co-operative Play;Pattern Recognition;Set Collection,Monsters,http://www.boardgamegeek.com/boardgame/6714,"Miniature Market,Cool Stuff Inc.,Noble Knight Games,Amazon.com,Game Nerdz,,BoardGameBliss,Great Boardgames,Amazon.com,Amazon.com,Amazon.com","$9.90,$8.19,$12.95,$12.95,$18.90,Prices from $ 18.00,CAD 16.95,CAD 13.95,CAD  79.59,£18.95,""EUR 116,48""","http://www.miniaturemarket.com/gmw420.html?utm_source=boardgameprices.com&utm_medium=feed&utm_campaign=Product_Feed&utm_term=goawaymonster,http://www.coolstuffinc.com/p/137535?utm_source=boardgameprices.com&utm_medium=price-search&utm_term=goawaymonster,http://www.nobleknight.com/ProductDetailSearch.asp_Q_ProductID_E_2147631037_A_InventoryID_E_2148417249_A_ProductLineID_E_0_A_ManufacturerID_E_0_A_CategoryID_E__A_GenreID_E__A_awid_E_713?utm_source=boardgameprices.com&utm_medium=price-search&utm_term=goawaymonster,http://www.amazon.com/Go-Away-Monster-Board-Game/dp/B01EB2SRPC%3FSubscriptionId%3DAKIAJ4BCA4P5VKV33HTQ%26tag%3Dboardgcom0a-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3DB01EB2SRPC,http://www.gamenerdz.com/go-away-monster?utm_source=boardgameprices.com&utm_medium=price-search&utm_term=goawaymonster,http://rover.ebay.com/rover/1/711-53200-19255-0/1?icep_ff3=9&pub=5575073539&toolid=10001&campid=5337455777&customid=&icep_uq=Go%20Away%20Monster!&icep_sellerId=&icep_ex_kw=&icep_sortBy=12&icep_catId=2550&icep_minPrice=&icep_maxPrice=&ipn=psmain&icep_vectorid=229466&kwid=902099&mtid=824&kw=lg,http://www.boardgamebliss.com/collections/all/products/go-away-monster?utm_source=boardgameprices.com&utm_medium=price-search&utm_term=goawaymonster,http://www.greatboardgames.ca/go-away-monster.html?utm_source=boardgameprices.com&utm_medium=price-search&utm_term=goawaymonster,http://www.amazon.ca/Away-Monster-Board-Game-Gamewright/dp/B01LW4G6XL%3FSubscriptionId%3DAKIAJ4BCA4P5VKV33HTQ%26tag%3Dboard02-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3DB01LW4G6XL,http://www.amazon.co.uk/Games-Ceaco-Away-Monster-Toys/dp/B01EB2SRPC%3FSubscriptionId%3DAKIAJ4BCA4P5VKV33HTQ%26tag%3Dboard013-21%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3DB01EB2SRPC,http://www.amazon.de/Monster-Board-Updated-Artwork-Gamewright/dp/B01GDOHLZI%3FSubscriptionId%3DAKIAJ4BCA4P5VKV33HTQ%26tag%3Dboard010-21%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3DB01GDOHLZI","In Stock,Unavailable,In Stock,In Stock,In Stock,In Stock,In Stock,Unavailable,In Stock,In Stock,In Stock","False,False,False,False,False,False,True,True,True,True,True"
157,1411,4012,1411,Co-Op Marble Games,1997.0,,,2-12,2.0,12.0,20  Min,20.0,20.0,6.0,,Action / Dexterity;Children's Game,Co-operative Play,Marble Games,http://www.boardgamegeek.com/boardgame/7902,"Funagain Games,Amazon.com","$3.95,$41.92","https://www.funagain.com/control/product?product_id=012752&affil=BGPC&utm_source=boardgameprices.com&utm_medium=price-search&utm_term=coopmarble,http://www.amazon.com/LEGO-Elves-Secret-Market-Place/dp/B01AW1QYKQ%3FSubscriptionId%3DAKIAJ4BCA4P5VKV33HTQ%26tag%3Dboardgcom0a-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3DB01AW1QYKQ","In Stock,In Stock","False,False"
158,1417,4012,1417,Co-Op Parlor Games,1997.0,5.5,,2-12,2.0,12.0,30  Min,30.0,30.0,12.0,,Party Game,Co-operative Play,,http://www.boardgamegeek.com/boardgame/7902,"Funagain Games,Amazon.com","$3.95,$41.92","https://www.funagain.com/control/product?product_id=012752&affil=BGPC&utm_source=boardgameprices.com&utm_medium=price-search&utm_term=coopmarble,http://www.amazon.com/LEGO-Elves-Secret-Market-Place/dp/B01AW1QYKQ%3FSubscriptionId%3DAKIAJ4BCA4P5VKV33HTQ%26tag%3Dboardgcom0a-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3DB01AW1QYKQ","In Stock,In Stock","False,False"
159,3324,9166,3324,Twelve Caesars,1997.0,4.6,11511.0,3-6,3.0,6.0,30  Min,30.0,30.0,12.0,,Ancient;Bluffing;Card Game,Auction/Bidding,Ancient Rome,http://www.boardgamegeek.com/boardgame/9785,"Amazon.com,Noble Knight Games,","Too low to display,$35.00,Prices from $ 35.00","http://www.amazon.com/Roman-Caesar-Great-Costume-Large/dp/B000UO1DUC%3Fpsc%3D1%26SubscriptionId%3DAKIAJ4BCA4P5VKV33HTQ%26tag%3Dboardgcom0a-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3DB000UO1DUC,http://www.nobleknight.com/ProductDetailSearch.asp_Q_ProductID_E_2147394743_A_InventoryID_E_2148418767_A_ProductLineID_E_0_A_ManufacturerID_E_0_A_CategoryID_E__A_GenreID_E__A_awid_E_713?utm_source=boardgameprices.com&utm_medium=price-search&utm_term=twelvecaesar,http://rover.ebay.com/rover/1/711-53200-19255-0/1?icep_ff3=9&pub=5575073539&toolid=10001&campid=5337455777&customid=&icep_uq=Twelve%20Caesars&icep_sellerId=&icep_ex_kw=&icep_sortBy=12&icep_catId=2550&icep_minPrice=&icep_maxPrice=&ipn=psmain&icep_vectorid=229466&kwid=902099&mtid=824&kw=lg","In Stock,In Stock,In Stock","False,False,False"
160,3993,7469,3993,Close Action,1997.0,7.8,1581.0,2-30,2.0,30.0,240  Min,240.0,240.0,12.0,3.47,Age of Reason;American Revolutionary War;Napoleonic;Nautical;Wargame,Action / Movement Programming;Simultaneous Action Selection,Age of Kings;Close Action series,http://www.boardgamegeek.com/boardgame/3553,"Amazon.com,Great Boardgames,Amazon.com,Amazon.com","CAD  25.99,CAD 42.95,£10.24,""EUR 31,85""","http://www.amazon.ca/Walking-Dead-T-Dog-Action-Figure/dp/B015EMPI32%3FSubscriptionId%3DAKIAJ4BCA4P5VKV33HTQ%26tag%3Dboard02-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3DB015EMPI32,http://www.greatboardgames.ca/close-action.html?utm_source=boardgameprices.com&utm_medium=price-search&utm_term=closeaction,http://www.amazon.co.uk/Tomorrow-Talking-Action-Figure-Disney/dp/B017MZYC7M%3FSubscriptionId%3DAKIAJ4BCA4P5VKV33HTQ%26tag%3Dboard013-21%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3DB017MZYC7M,http://www.amazon.de/Terminator-Actionfigur-T-800-Ultimate-Kunststoff/dp/B01I27J4D6%3FSubscriptionId%3DAKIAJ4BCA4P5VKV33HTQ%26tag%3Dboard010-21%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3DB01I27J4D6","In Stock,Unavailable,In Stock,In Stock","True,True,True,True"
