,ltable_id,rtable_id,id,name,year,rating,rank,num_players,min_num_players,max_num_players,gameplay_time,min_gameplay_time,max_gameplay_time,min_age,complexity_weight,category,mechanisms,type,BGG_link,store_names,store_prices,links_to_buy,availability,international_store
254,5785,9361,5785,Curses!,2001.0,5.8,6186.0,3-6,3.0,6.0,25  Min,25.0,25.0,12.0,1.13,Action / Dexterity;Card Game;Humor;Party Game,Acting;Role Playing;Storytelling,Mensa Select,http://www.boardgamegeek.com/boardgame/5298,"Amazon.com,Noble Knight Games,,Amazon.com,HitGames.ca,Amazon.com,Amazon.com","$12.91,$21.95,Prices from $ 3.00,CAD  22.44,CAD 39.99,£18.89,""EUR 30,24""","http://www.amazon.com/Worldwise-Imports-10-Curses/dp/B000NDMDHC%3FSubscriptionId%3DAKIAJ4BCA4P5VKV33HTQ%26tag%3Dboardgcom0a-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3DB000NDMDHC,http://www.nobleknight.com/ProductDetailSearch.asp_Q_ProductID_E_2147486449_A_InventoryID_E_2148387128_A_ProductLineID_E_0_A_ManufacturerID_E_0_A_CategoryID_E__A_GenreID_E__A_awid_E_713?utm_source=boardgameprices.com&utm_medium=price-search&utm_term=curse,http://rover.ebay.com/rover/1/711-53200-19255-0/1?icep_ff3=9&pub=5575073539&toolid=10001&campid=5337455777&customid=&icep_uq=Curses!&icep_sellerId=&icep_ex_kw=&icep_sortBy=12&icep_catId=2550&icep_minPrice=&icep_maxPrice=&ipn=psmain&icep_vectorid=229466&kwid=902099&mtid=824&kw=lg,http://www.amazon.ca/World-Wise-Imports-10-CURSES/dp/B000NDMDHC%3FSubscriptionId%3DAKIAJ4BCA4P5VKV33HTQ%26tag%3Dboard02-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3DB000NDMDHC,http://www.hitgames.ca/curses.html?utm_source=boardgameprices.com&utm_medium=price-search&utm_term=curse,http://www.amazon.co.uk/Dungeons-Dragons-Tarokka-Deck-Adventure/dp/B01C05HZBE%3FSubscriptionId%3DAKIAJ4BCA4P5VKV33HTQ%26tag%3Dboard013-21%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3DB01C05HZBE,http://www.amazon.de/Curse-Strahd-Dungeons-Sourcebook-Supplement/dp/0786965983%3FSubscriptionId%3DAKIAJ4BCA4P5VKV33HTQ%26tag%3Dboard010-21%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3D0786965983","In Stock,In Stock,In Stock,In Stock,Unavailable,In Stock,In Stock","False,False,False,True,True,True,True"
255,5988,2199,5988,Virus Alert,2001.0,5.7,,2-6,2.0,6.0,20  Min,20.0,20.0,8.0,1.0,Card Game,,,http://www.boardgamegeek.com/boardgame/5497,"Noble Knight Games,","$4.95,Prices from $ 10.00","http://www.nobleknight.com/ProductDetailSearch.asp_Q_ProductID_E_2147347199_A_InventoryID_E_2147410969_A_ProductLineID_E_0_A_ManufacturerID_E_0_A_CategoryID_E__A_GenreID_E__A_awid_E_713?utm_source=boardgameprices.com&utm_medium=price-search&utm_term=virualert,http://rover.ebay.com/rover/1/711-53200-19255-0/1?icep_ff3=9&pub=5575073539&toolid=10001&campid=5337455777&customid=&icep_uq=Virus%20Alert!&icep_sellerId=&icep_ex_kw=&icep_sortBy=12&icep_catId=2550&icep_minPrice=&icep_maxPrice=&ipn=psmain&icep_vectorid=229466&kwid=902099&mtid=824&kw=lg","In Stock,In Stock","False,False"
256,6202,6214,6202,Second World War at Sea: Eastern Fleet,2001.0,7.2,4859.0,2,2.0,2.0,120  Min,120.0,120.0,12.0,2.69,Nautical;Wargame;World War II,Hex-and-Counter,Second World War at Sea,http://www.boardgamegeek.com/boardgame/5702,"Game Nerdz,Amazon.com","$38.39,$54.91","http://www.gamenerdz.com/second-world-war-at-sea-eastern-fleet?utm_source=boardgameprices.com&utm_medium=price-search&utm_term=secondworldwarseaeasternfleet,http://www.amazon.com/Eastern-Fleet-Naval-Action-Indian/dp/B000RYPOU0%3FSubscriptionId%3DAKIAJ4BCA4P5VKV33HTQ%26tag%3Dboardgcom0a-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3DB000RYPOU0","Unavailable,In Stock","False,False"
257,359,1939,359,Hannibal,1969.0,5.5,,2,2.0,2.0,360  Min,360.0,360.0,12.0,3.0,Ancient;Wargame,Hex-and-Counter,Ancient Rome,http://www.boardgamegeek.com/boardgame/6908,"Amazon.com,Noble Knight Games,Noble Knight Games,Noble Knight Games,Noble Knight Games,","$6.98,$30.00,$35.00,$40.00,$195.00,Prices from $ 4.00","http://www.amazon.com/Funko-POP-Hannibal-Lecter/dp/B00KS6ARJ0%3FSubscriptionId%3DAKIAJ4BCA4P5VKV33HTQ%26tag%3Dboardgcom0a-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3DB00KS6ARJ0,http://www.nobleknight.com/ProductDetailSearch.asp_Q_ProductID_E_15390_A_InventoryID_E_2148168050_A_ProductLineID_E_0_A_ManufacturerID_E_0_A_CategoryID_E__A_GenreID_E__A_awid_E_713?utm_source=boardgameprices.com&utm_medium=price-search&utm_term=hannibal,http://www.nobleknight.com/ProductDetailSearch.asp_Q_ProductID_E_11631_A_InventoryID_E_2147991639_A_ProductLineID_E_0_A_ManufacturerID_E_0_A_CategoryID_E__A_GenreID_E__A_awid_E_713?utm_source=boardgameprices.com&utm_medium=price-search&utm_term=hannibal,http://www.nobleknight.com/ProductDetailSearch.asp_Q_ProductID_E_11631_A_InventoryID_E_2147708956_A_ProductLineID_E_0_A_ManufacturerID_E_0_A_CategoryID_E__A_GenreID_E__A_awid_E_713?utm_source=boardgameprices.com&utm_medium=price-search&utm_term=hannibal,http://www.nobleknight.com/ProductDetailSearch.asp_Q_ProductID_E_2147473596_A_InventoryID_E_2148450458_A_ProductLineID_E_0_A_ManufacturerID_E_0_A_CategoryID_E__A_GenreID_E__A_awid_E_713?utm_source=boardgameprices.com&utm_medium=price-search&utm_term=hannibal,http://rover.ebay.com/rover/1/711-53200-19255-0/1?icep_ff3=9&pub=5575073539&toolid=10001&campid=5337455777&customid=&icep_uq=Hannibal&icep_sellerId=&icep_ex_kw=&icep_sortBy=12&icep_catId=2550&icep_minPrice=&icep_maxPrice=&ipn=psmain&icep_vectorid=229466&kwid=902099&mtid=824&kw=lg","In Stock,In Stock,In Stock,In Stock,In Stock,In Stock","False,False,False,False,False,False"
258,761,191,761,X-C Cross Country,1969.0,3.0,,2-4,2.0,4.0,90  Min,90.0,90.0,10.0,,Aviation / Flight;Racing,Variable Player Powers,Sports: Aerial Racing,http://www.boardgamegeek.com/boardgame/7292,"Noble Knight Games,Amazon.com,","$35.00,$328.00,Prices from $ 15.00","http://www.nobleknight.com/ProductDetailSearch.asp_Q_ProductID_E_2147593244_A_InventoryID_E_2148283914_A_ProductLineID_E_0_A_ManufacturerID_E_0_A_CategoryID_E__A_GenreID_E__A_awid_E_713?utm_source=boardgameprices.com&utm_medium=price-search&utm_term=xccroscountry,http://www.amazon.com/CROSS-RC-PG4RS-2-Speed-Country-Pickup/dp/B019GP94GA%3FSubscriptionId%3DAKIAJ4BCA4P5VKV33HTQ%26tag%3Dboardgcom0a-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3DB019GP94GA,http://rover.ebay.com/rover/1/711-53200-19255-0/1?icep_ff3=9&pub=5575073539&toolid=10001&campid=5337455777&customid=&icep_uq=X-C%20Cross%20Country&icep_sellerId=&icep_ex_kw=&icep_sortBy=12&icep_catId=2550&icep_minPrice=&icep_maxPrice=&ipn=psmain&icep_vectorid=229466&kwid=902099&mtid=824&kw=lg","In Stock,In Stock,In Stock","False,False,False"
259,3603,6064,3603,The World of Wall Street,1969.0,4.7,,2-6,2.0,6.0,45  Min,45.0,45.0,12.0,2.0,Economic,Stock Holding;Trading,,http://www.boardgamegeek.com/boardgame/3173,"Amazon.com,Noble Knight Games,","$4.90,$30.00,Prices from $ 5.00","http://www.amazon.com/COFFLED-Stickers-Rich-design-Colorful-Decoration/dp/B01KI0W18K%3FSubscriptionId%3DAKIAJ4BCA4P5VKV33HTQ%26tag%3Dboardgcom0a-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3DB01KI0W18K,http://www.nobleknight.com/ProductDetailSearch.asp_Q_ProductID_E_2147364969_A_InventoryID_E_2148039917_A_ProductLineID_E_0_A_ManufacturerID_E_0_A_CategoryID_E__A_GenreID_E__A_awid_E_713?utm_source=boardgameprices.com&utm_medium=price-search&utm_term=worldwallstreet,http://rover.ebay.com/rover/1/711-53200-19255-0/1?icep_ff3=9&pub=5575073539&toolid=10001&campid=5337455777&customid=&icep_uq=World%20of%20Wall%20Street%2C%20The&icep_sellerId=&icep_ex_kw=&icep_sortBy=12&icep_catId=2550&icep_minPrice=&icep_maxPrice=&ipn=psmain&icep_vectorid=229466&kwid=902099&mtid=824&kw=lg","In Stock,In Stock,In Stock","False,False,False"
260,1910,5392,1910,Light Division,1989.0,6.4,8648.0,1-2,1.0,2.0,240  Min,240.0,240.0,12.0,3.67,Modern Warfare;Wargame,Hex-and-Counter,,http://www.boardgamegeek.com/boardgame/8382,"Noble Knight Games,Noble Knight Games,Amazon.com,","$18.00,$34.95,$149.99,Prices from $ 29.00","http://www.nobleknight.com/ProductDetailSearch.asp_Q_ProductID_E_10272_A_InventoryID_E_2148419469_A_ProductLineID_E_0_A_ManufacturerID_E_0_A_CategoryID_E__A_GenreID_E__A_awid_E_713?utm_source=boardgameprices.com&utm_medium=price-search&utm_term=lightdivision,http://www.nobleknight.com/ProductDetailSearch.asp_Q_ProductID_E_10272_A_InventoryID_E_2148056001_A_ProductLineID_E_0_A_ManufacturerID_E_0_A_CategoryID_E__A_GenreID_E__A_awid_E_713?utm_source=boardgameprices.com&utm_medium=price-search&utm_term=lightdivision,http://www.amazon.com/10th-Mountain-Division-Light-Infantry/dp/B008NWCFZ0%3FSubscriptionId%3DAKIAJ4BCA4P5VKV33HTQ%26tag%3Dboardgcom0a-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3DB008NWCFZ0,http://rover.ebay.com/rover/1/711-53200-19255-0/1?icep_ff3=9&pub=5575073539&toolid=10001&campid=5337455777&customid=&icep_uq=Light%20Division&icep_sellerId=&icep_ex_kw=&icep_sortBy=12&icep_catId=2550&icep_minPrice=&icep_maxPrice=&ipn=psmain&icep_vectorid=229466&kwid=902099&mtid=824&kw=lg","In Stock,In Stock,In Stock,In Stock","False,False,False,False"
261,2157,8727,2157,Outburst Bible Edition,1989.0,5.5,10096.0,2-20,2.0,20.0,90  Min,90.0,90.0,8.0,1.5,Party Game;Religious;Trivia,Point to Point Movement,Bible Games;Outburst,http://www.boardgamegeek.com/boardgame/8624,"Funagain Games,Amazon.com,,HitGames.ca,Amazon.com,Amazon.com,Amazon.com","$19.95,$19.04,Prices from $ 13.00,CAD 29.99,CAD  29.89,£68.44,""EUR 117,12""","https://www.funagain.com/control/product?product_id=017278&affil=BGPC&utm_source=boardgameprices.com&utm_medium=price-search&utm_term=outburstbible,http://www.amazon.com/Outburst-Cactus-Game-Design-CGD703/dp/1889055115%3FSubscriptionId%3DAKIAJ4BCA4P5VKV33HTQ%26tag%3Dboardgcom0a-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3D1889055115,http://rover.ebay.com/rover/1/711-53200-19255-0/1?icep_ff3=9&pub=5575073539&toolid=10001&campid=5337455777&customid=&icep_uq=Outburst%3A%20Bible%20Edition&icep_sellerId=&icep_ex_kw=&icep_sortBy=12&icep_catId=2550&icep_minPrice=&icep_maxPrice=&ipn=psmain&icep_vectorid=229466&kwid=902099&mtid=824&kw=lg,http://www.hitgames.ca/outburst-bible-edition.html?utm_source=boardgameprices.com&utm_medium=price-search&utm_term=outburstbible,http://www.amazon.ca/Outburst-Bible-Na/dp/1889055115%3FSubscriptionId%3DAKIAJ4BCA4P5VKV33HTQ%26tag%3Dboard02-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3D1889055115,http://www.amazon.co.uk/Outburst-Bible-Standard-Playing-TaliCor/dp/B01LW5MY5C%3FSubscriptionId%3DAKIAJ4BCA4P5VKV33HTQ%26tag%3Dboard013-21%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3DB01LW5MY5C,http://www.amazon.de/Brybelly-Outburst-Bible-Game/dp/B01GDODWJW%3FSubscriptionId%3DAKIAJ4BCA4P5VKV33HTQ%26tag%3Dboard010-21%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3DB01GDODWJW","In Stock,In Stock,In Stock,In Stock,In Stock,In Stock,In Stock","False,False,False,True,True,True,True"
262,3055,6436,3055,Ludi at the Circus Maximus,1989.0,3.5,,1-4,1.0,4.0,45  Min,45.0,45.0,12.0,2.0,Ancient;Racing;Word Game,Roll / Spin and Move,,http://www.boardgamegeek.com/boardgame/9525,"Noble Knight Games,Amazon.com,","$25.00,$49.99,Prices from $ 14.00","http://www.nobleknight.com/ProductDetailSearch.asp_Q_ProductID_E_2147421052_A_InventoryID_E_2148202178_A_ProductLineID_E_0_A_ManufacturerID_E_0_A_CategoryID_E__A_GenreID_E__A_awid_E_713?utm_source=boardgameprices.com&utm_medium=price-search&utm_term=ludicircumaximu,http://www.amazon.com/LUDI-Circus-Maximus-Vocabulary-Educational/dp/B001D6IY2Q%3FSubscriptionId%3DAKIAJ4BCA4P5VKV33HTQ%26tag%3Dboardgcom0a-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3DB001D6IY2Q,http://rover.ebay.com/rover/1/711-53200-19255-0/1?icep_ff3=9&pub=5575073539&toolid=10001&campid=5337455777&customid=&icep_uq=Ludi%20at%20the%20Circus%20Maximus&icep_sellerId=&icep_ex_kw=&icep_sortBy=12&icep_catId=2550&icep_minPrice=&icep_maxPrice=&ipn=psmain&icep_vectorid=229466&kwid=902099&mtid=824&kw=lg","In Stock,In Stock,In Stock","False,False,False"
263,3779,5951,3779,Lone Wolf and Cub Game,1989.0,4.2,12533.0,1-2,1.0,2.0,60  Min,60.0,60.0,12.0,1.83,Adventure,Role Playing,Anime & Manga,http://www.boardgamegeek.com/boardgame/3344,"Noble Knight Games,Noble Knight Games,Amazon.com,","$11.00,$18.00,$29.95,Prices from $ 18.00","http://www.nobleknight.com/ProductDetailSearch.asp_Q_ProductID_E_16921_A_InventoryID_E_2147749056_A_ProductLineID_E_0_A_ManufacturerID_E_0_A_CategoryID_E__A_GenreID_E__A_awid_E_713?utm_source=boardgameprices.com&utm_medium=price-search&utm_term=lonewolfcub,http://www.nobleknight.com/ProductDetailSearch.asp_Q_ProductID_E_16921_A_InventoryID_E_2148058556_A_ProductLineID_E_0_A_ManufacturerID_E_0_A_CategoryID_E__A_GenreID_E__A_awid_E_713?utm_source=boardgameprices.com&utm_medium=price-search&utm_term=lonewolfcub,http://www.amazon.com/Wolf-II-Wooden-Puzzle-Box/dp/B00NLIZLXY%3FSubscriptionId%3DAKIAJ4BCA4P5VKV33HTQ%26tag%3Dboardgcom0a-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3DB00NLIZLXY,http://rover.ebay.com/rover/1/711-53200-19255-0/1?icep_ff3=9&pub=5575073539&toolid=10001&campid=5337455777&customid=&icep_uq=Lone%20Wolf%20and%20Cub%20Game&icep_sellerId=&icep_ex_kw=&icep_sortBy=12&icep_catId=2550&icep_minPrice=&icep_maxPrice=&ipn=psmain&icep_vectorid=229466&kwid=902099&mtid=824&kw=lg","In Stock,In Stock,In Stock,In Stock","False,False,False,False"
264,4684,1551,4684,Borderline: USA Edition,1989.0,4.8,,2-4,2.0,4.0,20  Min,20.0,20.0,8.0,1.0,Bluffing;Card Game;Trivia,Hand Management,Borderline;Country: USA,http://www.boardgamegeek.com/boardgame/4224,"Amazon.com,BoardGameCo","-,$4.99","http://www.amazon.com/USA-Edition-Borderline-Card-Game/dp/B000774BJ2%3FSubscriptionId%3DAKIAJ4BCA4P5VKV33HTQ%26tag%3Dboardgcom0a-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3DB000774BJ2,http://boardgameco.com/product/borderline-usa-edition/?utm_source=boardgameprices.com&utm_medium=price-search&utm_term=borderlineusa","In Stock,In Stock","False,False"
265,5241,1718,5241,Electronic Talking Battleship,1989.0,5.0,12110.0,1-2,1.0,2.0,20  Min,20.0,20.0,8.0,1.5,Deduction;Electronic;Modern Warfare;Nautical;Wargame,Secret Unit Deployment,Battleship,http://www.boardgamegeek.com/boardgame/4781,"Amazon.com,Noble Knight Games,","$23.97,$24.00,Prices from $ 23.00","http://www.amazon.com/Hasbro-A3846-Electronic-Battleship-Game/dp/B00CPGZ9E4%3Fpsc%3D1%26SubscriptionId%3DAKIAJ4BCA4P5VKV33HTQ%26tag%3Dboardgcom0a-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3DB00CPGZ9E4,http://www.nobleknight.com/ProductDetailSearch.asp_Q_ProductID_E_2147392955_A_InventoryID_E_2147620156_A_ProductLineID_E_0_A_ManufacturerID_E_0_A_CategoryID_E__A_GenreID_E__A_awid_E_713?utm_source=boardgameprices.com&utm_medium=price-search&utm_term=electronictalkingbattleship,http://rover.ebay.com/rover/1/711-53200-19255-0/1?icep_ff3=9&pub=5575073539&toolid=10001&campid=5337455777&customid=&icep_uq=Electronic%20Talking%20Battleship&icep_sellerId=&icep_ex_kw=&icep_sortBy=12&icep_catId=2550&icep_minPrice=&icep_maxPrice=&ipn=psmain&icep_vectorid=229466&kwid=902099&mtid=824&kw=lg","In Stock,In Stock,In Stock","False,False,False"
266,6274,9427,6274,Edelweiss,1989.0,7.2,5466.0,2,2.0,2.0,360  Min,360.0,360.0,12.0,4.56,Wargame;World War II,Hex-and-Counter,Winter Storm Campaign Series,http://www.boardgamegeek.com/boardgame/5769,"Noble Knight Games,Noble Knight Games,Amazon.com,","$9.00,$10.00,$14.95,Prices from $ 10.00","http://www.nobleknight.com/ProductDetailSearch.asp_Q_ProductID_E_2147357182_A_InventoryID_E_2148108880_A_ProductLineID_E_0_A_ManufacturerID_E_0_A_CategoryID_E__A_GenreID_E__A_awid_E_713?utm_source=boardgameprices.com&utm_medium=price-search&utm_term=edelweis,http://www.nobleknight.com/ProductDetailSearch.asp_Q_ProductID_E_2147357182_A_InventoryID_E_2147905996_A_ProductLineID_E_0_A_ManufacturerID_E_0_A_CategoryID_E__A_GenreID_E__A_awid_E_713?utm_source=boardgameprices.com&utm_medium=price-search&utm_term=edelweis,http://www.amazon.com/Panzer-Grenadier-Ziplocks-Edelweiss-Edition/dp/B00LKWNWA2%3FSubscriptionId%3DAKIAJ4BCA4P5VKV33HTQ%26tag%3Dboardgcom0a-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3DB00LKWNWA2,http://rover.ebay.com/rover/1/711-53200-19255-0/1?icep_ff3=9&pub=5575073539&toolid=10001&campid=5337455777&customid=&icep_uq=Edelweiss%20(1st%20Edition)&icep_sellerId=&icep_ex_kw=&icep_sortBy=12&icep_catId=2550&icep_minPrice=&icep_maxPrice=&ipn=psmain&icep_vectorid=229466&kwid=902099&mtid=824&kw=lg","In Stock,In Stock,In Stock,In Stock","False,False,False,False"
267,6393,6277,6393,Europe Aflame,1989.0,5.4,10840.0,2-4,2.0,4.0,120  Min,120.0,120.0,12.0,2.46,World War II,Area Movement;Area-Impulse;Secret Unit Deployment,Block wargames,http://www.boardgamegeek.com/boardgame/5882,"Amazon.com,Noble Knight Games,Noble Knight Games,","-,$28.00,$35.00,Prices from $ 3.00","http://www.amazon.com/TSR-Europe-Aflame-Board-World/dp/B00QWGR5OA%3FSubscriptionId%3DAKIAJ4BCA4P5VKV33HTQ%26tag%3Dboardgcom0a-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3DB00QWGR5OA,http://www.nobleknight.com/ProductDetailSearch.asp_Q_ProductID_E_14426_A_InventoryID_E_2148284907_A_ProductLineID_E_0_A_ManufacturerID_E_0_A_CategoryID_E__A_GenreID_E__A_awid_E_713?utm_source=boardgameprices.com&utm_medium=price-search&utm_term=europeaflame,http://www.nobleknight.com/ProductDetailSearch.asp_Q_ProductID_E_14426_A_InventoryID_E_2148271091_A_ProductLineID_E_0_A_ManufacturerID_E_0_A_CategoryID_E__A_GenreID_E__A_awid_E_713?utm_source=boardgameprices.com&utm_medium=price-search&utm_term=europeaflame,http://rover.ebay.com/rover/1/711-53200-19255-0/1?icep_ff3=9&pub=5575073539&toolid=10001&campid=5337455777&customid=&icep_uq=Europe%20Aflame&icep_sellerId=&icep_ex_kw=&icep_sortBy=12&icep_catId=2550&icep_minPrice=&icep_maxPrice=&ipn=psmain&icep_vectorid=229466&kwid=902099&mtid=824&kw=lg","In Stock,In Stock,In Stock,In Stock","False,False,False,False"
268,974,7275,974,Caves & Claws,1998.0,5.6,9745.0,1-4,1.0,4.0,20  Min,20.0,20.0,6.0,1.33,Adventure;Children's Game;Exploration;Fantasy;Humor;Maze,Co-operative Play;Modular Board;Tile Placement,Archaeology,http://www.boardgamegeek.com/boardgame/7493,"Funagain Games,Amazon.com,BoardGameCo,","$11.95,$11.95,$29.99,Prices from $ 5.00","https://www.funagain.com/control/product?product_id=006974&affil=BGPC&utm_source=boardgameprices.com&utm_medium=price-search&utm_term=caveclaw,http://www.amazon.com/Family-Pastimes-Caves-Claws-Co-operative/dp/B00000IUFK%3FSubscriptionId%3DAKIAJ4BCA4P5VKV33HTQ%26tag%3Dboardgcom0a-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3DB00000IUFK,http://boardgameco.com/product/caves-claws/?utm_source=boardgameprices.com&utm_medium=price-search&utm_term=caveclaw,http://rover.ebay.com/rover/1/711-53200-19255-0/1?icep_ff3=9&pub=5575073539&toolid=10001&campid=5337455777&customid=&icep_uq=Caves%20%26%20Claws&icep_sellerId=&icep_ex_kw=&icep_sortBy=12&icep_catId=2550&icep_minPrice=&icep_maxPrice=&ipn=psmain&icep_vectorid=229466&kwid=902099&mtid=824&kw=lg","In Stock,In Stock,In Stock,In Stock","False,False,False,False"
269,981,4965,981,Falling,1998.0,5.5,11458.0,4-8,4.0,8.0,5  Min,5.0,5.0,8.0,1.23,Card Game;Fantasy;Print & Play;Real-time,Hand Management,Animals: Cattle,http://www.boardgamegeek.com/boardgame/75,"Miniature Market,Cool Stuff Inc.,Noble Knight Games,Amazon.com,Noble Knight Games,Noble Knight Games,Noble Knight Games,Noble Knight Games,Noble Knight Games,,BoardGameBliss,HitGames.ca,Amazon.com,Amazon.com,Amazon.com","$6.49,$6.69,$7.50,$7.51,$8.00,$8.00,$8.50,$35.00,$40.00,Prices from $ 9.00,CAD 10.95,CAD 15.99,CAD  49.94,£13.75,""EUR 51,25""","http://www.miniaturemarket.com/cag218.html?utm_source=boardgameprices.com&utm_medium=feed&utm_campaign=Product_Feed&utm_term=falling,http://www.coolstuffinc.com/p/206990?utm_source=boardgameprices.com&utm_medium=price-search&utm_term=falling,http://www.nobleknight.com/ProductDetailSearch.asp_Q_ProductID_E_2147562944_A_InventoryID_E_2148432111_A_ProductLineID_E_0_A_ManufacturerID_E_0_A_CategoryID_E__A_GenreID_E__A_awid_E_713?utm_source=boardgameprices.com&utm_medium=price-search&utm_term=falling,http://www.amazon.com/Cheapass-Games-218CAG-Falling-Edition/dp/B00P1ALTRC%3FSubscriptionId%3DAKIAJ4BCA4P5VKV33HTQ%26tag%3Dboardgcom0a-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3DB00P1ALTRC,http://www.nobleknight.com/ProductDetailSearch.asp_Q_ProductID_E_7428_A_InventoryID_E_2148416528_A_ProductLineID_E_0_A_ManufacturerID_E_0_A_CategoryID_E__A_GenreID_E__A_awid_E_713?utm_source=boardgameprices.com&utm_medium=price-search&utm_term=falling,http://www.nobleknight.com/ProductDetailSearch.asp_Q_ProductID_E_2147562944_A_InventoryID_E_2148278069_A_ProductLineID_E_0_A_ManufacturerID_E_0_A_CategoryID_E__A_GenreID_E__A_awid_E_713?utm_source=boardgameprices.com&utm_medium=price-search&utm_term=falling,http://www.nobleknight.com/ProductDetailSearch.asp_Q_ProductID_E_7428_A_InventoryID_E_2148271305_A_ProductLineID_E_0_A_ManufacturerID_E_0_A_CategoryID_E__A_GenreID_E__A_awid_E_713?utm_source=boardgameprices.com&utm_medium=price-search&utm_term=falling,http://www.nobleknight.com/ProductDetailSearch.asp_Q_ProductID_E_2147384006_A_InventoryID_E_2148244600_A_ProductLineID_E_0_A_ManufacturerID_E_0_A_CategoryID_E__A_GenreID_E__A_awid_E_713?utm_source=boardgameprices.com&utm_medium=price-search&utm_term=falling,http://www.nobleknight.com/ProductDetailSearch.asp_Q_ProductID_E_2147384006_A_InventoryID_E_2148453989_A_ProductLineID_E_0_A_ManufacturerID_E_0_A_CategoryID_E__A_GenreID_E__A_awid_E_713?utm_source=boardgameprices.com&utm_medium=price-search&utm_term=falling,http://rover.ebay.com/rover/1/711-53200-19255-0/1?icep_ff3=9&pub=5575073539&toolid=10001&campid=5337455777&customid=&icep_uq=Falling%20(2014%20Edition)&icep_sellerId=&icep_ex_kw=&icep_sortBy=12&icep_catId=2550&icep_minPrice=&icep_maxPrice=&ipn=psmain&icep_vectorid=229466&kwid=902099&mtid=824&kw=lg,http://www.boardgamebliss.com/collections/all/products/falling-2014?utm_source=boardgameprices.com&utm_medium=price-search&utm_term=falling,http://www.hitgames.ca/falling-2014-edition.html?utm_source=boardgameprices.com&utm_medium=price-search&utm_term=falling,http://www.amazon.ca/Falling-2014-Game-Cheapass-Games/dp/B01M0QLVV1%3FSubscriptionId%3DAKIAJ4BCA4P5VKV33HTQ%26tag%3Dboard02-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3DB01M0QLVV1,http://www.amazon.co.uk/Cheapass-Games-Falling-2014-Edition/dp/B00P1ALTRC%3FSubscriptionId%3DAKIAJ4BCA4P5VKV33HTQ%26tag%3Dboard013-21%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3DB00P1ALTRC,http://www.amazon.de/Falling-2014-Game-Cheapass-Games/dp/B01M0QLVV1%3FSubscriptionId%3DAKIAJ4BCA4P5VKV33HTQ%26tag%3Dboard010-21%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3DB01M0QLVV1","In Stock,In Stock,In Stock,In Stock,In Stock,In Stock,In Stock,In Stock,In Stock,In Stock,In Stock,In Stock,In Stock,In Stock,In Stock","False,False,False,False,False,False,False,False,False,False,True,True,True,True,True"
