id,name,year,rating,rank,min_players,max_players,min_gameplay_time,max_gameplay_time,min_age,complexity_weight,category,mechanisms,type,BGG_link,store_names,store_prices,links_to_buy,availability,international_store
1857,Revolt in the East,1976.0,5.6,10022.0,2.0,2.0,120.0,120.0,12.0,2.2,Modern Warfare;Wargame,Hex-and-Counter,Magazine: Strategy & Tactics,,,,,,
1858,Red Beach One: Tarawa,1991.0,5.5,11051.0,1.0,1.0,120.0,120.0,,2.64,Wargame;World War II,Hex-and-Counter,Magazine: Strategy & Tactics;Solitaire Games;Solitaire Wargames,,,,,,
1859,Solomon Sea,2000.0,8.7,,1.0,2.0,360.0,360.0,14.0,3.0,Nautical;World War II,Secret Unit Deployment;Simultaneous Action Selection,Country: Solomon Islands,,,,,,
1860,Trail of the Fox,1984.0,6.4,7258.0,2.0,2.0,120.0,120.0,12.0,2.73,Wargame;World War II,Hex-and-Counter,Magazine: Strategy & Tactics,,,,,,
1861,Say What!?!,2003.0,5.4,10590.0,2.0,20.0,30.0,30.0,8.0,1.0,Card Game;Word Game,,,,,,,,
1862,Top Speed,2003.0,6.0,7881.0,2.0,2.0,10.0,10.0,8.0,1.0,Card Game;Real-time,Pattern Recognition,12 Minute Games;Sports: Auto Racing,,,,,,
1863,Wapi,2003.0,4.9,12056.0,2.0,5.0,20.0,20.0,8.0,1.0,,,,,,,,,
1864,I Giochi del 2000: Elemental Wars,1997.0,6.7,,2.0,5.0,20.0,20.0,12.0,1.75,Card Game;Fantasy;Fighting,Card Drafting;Co-operative Play,,,,,,,
1865,I Giochi del 2000: Dream team,1996.0,6.0,,2.0,30.0,360.0,360.0,10.0,2.0,Economic;Sports,Betting/Wagering;Commodity Speculation,Sports: Basketball,,,,,,
1866,Chronology,1996.0,6.4,2390.0,2.0,8.0,30.0,30.0,12.0,1.49,Card Game;Party Game;Trivia,Memory;Press Your Luck,Chronology,,,,,,
1867,Uncle Remus Game: Zip!,1947.0,,,,,10.0,10.0,7.0,,Action / Dexterity;Children's Game;Movies / TV / Radio theme,,,,,,,,
1868,Yahoo Buckaroo!,1991.0,5.1,,2.0,4.0,10.0,10.0,6.0,,Action / Dexterity;American West;Children's Game,,Animals: Cattle;Rodeo,,,,,,
1869,Flash,1956.0,7.0,,2.0,4.0,45.0,45.0,5.0,,Children's Game,Roll / Spin and Move,,,,,,,
1870,Defiant Holland,1992.0,5.4,,1.0,2.0,120.0,120.0,12.0,2.0,Wargame;World War II,Hex-and-Counter,Country: Germany;Country: The Netherlands,,,,,,
1871,Piratenschatz,1992.0,6.5,,2.0,6.0,30.0,30.0,8.0,,Deduction;Dice;Pirates,Dice Rolling,,,,,,,
1872,Memoland,1998.0,6.3,,2.0,6.0,30.0,30.0,7.0,,Memory,Memory,,,,,,,
1873,Beware the Bog,1991.0,8.0,,2.0,4.0,20.0,20.0,6.0,1.0,Adventure;Children's Game;Fantasy;Horror;Science Fiction,Point to Point Movement;Roll / Spin and Move,,,,,,,
1874,Rough and Ready,2002.0,6.0,,1.0,2.0,180.0,180.0,,3.0,Wargame,Hex-and-Counter,Country: Mexico;Magazine: Strategy & Tactics,,,,,,
1875,Farm Families,1996.0,4.8,,2.0,4.0,10.0,10.0,3.0,1.0,Animals;Children's Game;Electronic;Farming;Memory,Memory;Pattern Recognition,3D Games,,,,,,
1876,Election,1972.0,6.8,5276.0,3.0,6.0,120.0,120.0,12.0,2.83,Political,,Political: Elections,,,,,,
1877,Napoleon at Eylau,1977.0,6.5,5487.0,1.0,2.0,120.0,120.0,12.0,2.29,Napoleonic;Wargame,Hex-and-Counter,Magazine: Strategy & Tactics;Magazine: Wargamer,,,,,,
1878,Clash of Titans: The Tank Battle for Kursk 1943,1998.0,7.2,6064.0,1.0,2.0,180.0,180.0,,3.0,Wargame;World War II,Hex-and-Counter,,,,,,,
1879,Turning the Tables,1998.0,6.9,6300.0,1.0,2.0,180.0,180.0,,2.8,Wargame;World War II,Chit-Pull System;Hex-and-Counter,Country: Germany;T3 System / Schwerpunkt Series,,,,,,
1880,Triumphant Return: The Soviet Liberation of Kiev November 1943,1998.0,7.2,7116.0,1.0,2.0,240.0,240.0,12.0,3.25,Wargame;World War II,Hex-and-Counter,Cities: Kiev;Country: Soviet Union,,,,,,
1881,Velikye Luki,2000.0,7.3,6325.0,1.0,2.0,180.0,180.0,,3.25,Wargame;World War II,Chit-Pull System;Hex-and-Counter,Country: Germany;T3 System / Schwerpunkt Series,,,,,,
1882,Drive to the Baltic!,2000.0,7.4,6358.0,1.0,2.0,180.0,180.0,12.0,3.08,Wargame;World War II,Chit-Pull System;Hex-and-Counter,Country: Germany;T3 System / Schwerpunkt Series,,,,,,
1883,Iron Dream,1999.0,7.1,6780.0,1.0,2.0,180.0,180.0,,2.6,Wargame;World War II,Hex-and-Counter,Magazine: Command,,,,,,
1884,Spires of the Kremlin,1994.0,5.4,,1.0,2.0,240.0,240.0,12.0,4.0,Wargame;World War II,Hex-and-Counter,,,,,,,
1885,Blitzkrieg in the South,1993.0,6.9,7212.0,1.0,2.0,300.0,300.0,12.0,3.4,Wargame;World War II,Hex-and-Counter,,,,,,,
1886,D-Day Rangers,2003.0,8.0,6056.0,2.0,2.0,60.0,60.0,12.0,2.75,Wargame;World War II,Hex-and-Counter,Advanced Tobruk System;Solitaire Games;Solitaire Wargames,,,,,,
1887,New England Railways,2000.0,6.8,3963.0,3.0,6.0,120.0,120.0,13.0,2.63,Economic;Trains,Auction/Bidding;Pick-up and Deliver,Country: USA;Early Railways,,,,,,
1888,Lost Battles,1971.0,5.4,,2.0,2.0,120.0,120.0,12.0,2.5,Wargame;World War II,Dice Rolling;Hex-and-Counter,Magazine: Strategy & Tactics,,,,,,
1889,Crimean Shield,1994.0,6.0,,1.0,2.0,240.0,240.0,12.0,3.2,Wargame;World War II,Hex-and-Counter,,,,,,,
1890,Strategy I,1971.0,6.3,7283.0,2.0,8.0,360.0,360.0,14.0,3.25,American Civil War;Korean War;Medieval;Modern Warfare;Napoleonic,Dice Rolling;Hex-and-Counter;Modular Board;Simulation,,,,,,,
1891,Turning Point: The Battle of Stalingrad,1972.0,6.4,8389.0,2.0,2.0,120.0,120.0,12.0,2.63,Dice;Wargame;World War II,Dice Rolling;Hex-and-Counter;Simulation,Country: Russia,,,,,,
1892,Assault on Leningrad,1980.0,6.4,9020.0,2.0,2.0,120.0,120.0,12.0,2.75,Wargame;World War II,Dice Rolling;Hex-and-Counter;Roll / Spin and Move,Cities: St Petersburg / Petrograd / Leningrad;Magazine: Wargamer,,,,,,
1893,Napoleon at Lutzen,1984.0,5.9,9516.0,2.0,2.0,120.0,120.0,12.0,2.71,Napoleonic;Wargame,Dice Rolling;Hex-and-Counter,Magazine: Wargamer,,,,,,
1894,Wellington Vs Massena,1985.0,5.7,10169.0,2.0,2.0,120.0,120.0,12.0,2.86,Napoleonic;Wargame,Dice Rolling;Hex-and-Counter,Magazine: Wargamer,,,,,,
1895,Boat Wars: A Car Wars Supplement,1988.0,5.5,,2.0,8.0,90.0,90.0,10.0,3.08,Expansion for Base-game;Nautical;Science Fiction;Wargame,,Car Wars,,,,,,
1896,Car Wars Expansion Set The AADA Vehicle Guide 2 Counters,1988.0,6.5,,2.0,8.0,90.0,90.0,10.0,,Expansion for Base-game;Science Fiction;Wargame,,Car Wars,,,,,,
1897,Car Wars Expansion Set #6 The AADA Vehicle Guide Counters,1984.0,6.1,,2.0,8.0,90.0,90.0,10.0,3.33,Expansion for Base-game;Science Fiction;Wargame,,Car Wars,,,,,,
1898,Car Wars Expansion Set #7 Off-Road Duelling,1985.0,6.4,,2.0,8.0,90.0,90.0,10.0,3.6,Expansion for Base-game;Science Fiction;Wargame,,Car Wars,,,,,,
1899,Car Wars Expansion Set #8 Chopper Challenge,1985.0,6.0,,2.0,8.0,90.0,90.0,10.0,3.5,Expansion for Base-game;Science Fiction;Wargame,,Car Wars,,,,,,
1900,Car Wars Expansion Set #9 Muskogee Fairground & Family Emporium,1986.0,6.3,,2.0,8.0,90.0,90.0,10.0,3.0,Expansion for Base-game;Science Fiction;Wargame,,Car Wars,,,,,,
1901,Car Wars Expansion Set #5 Double Arena,1984.0,6.4,,2.0,8.0,90.0,90.0,10.0,3.0,Expansion for Base-game;Science Fiction;Wargame,,Car Wars,,,,,,
1902,Monopoly: Deluxe Anniversary Edition,1985.0,5.6,10900.0,2.0,10.0,120.0,120.0,8.0,1.18,Economic;Negotiation,Auction/Bidding;Roll / Spin and Move;Set Collection;Stock Holding;Trading,Monopoly,,,,,,
1903,Car Wars Expansion Set #4 Armadillo Autoduel Arena,1983.0,6.3,,2.0,8.0,90.0,90.0,10.0,2.6,Expansion for Base-game;Science Fiction;Wargame,Hex-and-Counter,Car Wars,,,,,,
1904,Car Wars Expansion Set #1,1983.0,6.0,,2.0,8.0,90.0,90.0,10.0,2.6,Expansion for Base-game;Science Fiction;Wargame,Hex-and-Counter,Car Wars,,,,,,
1905,Car Wars Expansion Set #2,1983.0,6.1,,2.0,8.0,90.0,90.0,10.0,3.33,Expansion for Base-game;Science Fiction;Wargame,,Car Wars,,,,,,
1906,Car Wars Expansion Set #3 East Midville,1983.0,6.4,,2.0,8.0,90.0,90.0,10.0,3.0,Expansion for Base-game;Science Fiction;Wargame,Hex-and-Counter,Car Wars,,,,,,
1907,Sunday Drivers A Car Wars Supplement,1982.0,6.3,,2.0,8.0,90.0,90.0,10.0,2.92,Expansion for Base-game;Science Fiction;Wargame,,Car Wars;Magazine: Space Gamer,,,,,,
1908,Check Six!,1983.0,4.9,,2.0,2.0,120.0,120.0,12.0,,Modern Warfare;Wargame,Hex-and-Counter,,,,,,,
1909,Truck Stop A Car Wars Supplement,1983.0,6.5,,2.0,8.0,90.0,90.0,10.0,3.08,Expansion for Base-game;Science Fiction;Wargame,Hex-and-Counter,Car Wars,,,,,,
1910,Light Division,1989.0,6.4,8648.0,1.0,2.0,240.0,240.0,12.0,3.67,Modern Warfare;Wargame,Hex-and-Counter,,,,,,,
1911,Thirty Years War (first edition),1976.0,6.6,,1.0,2.0,120.0,120.0,12.0,2.07,Pike and Shot;Wargame,Hex-and-Counter,Admin: Better Description Needed!;Age of Kings;SPI Quads,,,,,,
1912,Becoming One,1977.0,5.0,,2.0,4.0,60.0,60.0,16.0,2.0,Educational;Religious,Roll / Spin and Move,,,,,,,
1913,Starship Duel I,1984.0,6.0,,1.0,2.0,30.0,30.0,12.0,1.5,Movies / TV / Radio theme;Science Fiction;Wargame,Simultaneous Action Selection,Star Trek,,,,,,
1914,Alert Force,1983.0,5.8,,2.0,2.0,45.0,45.0,12.0,,Modern Warfare;Wargame,Hex-and-Counter,,,,,,,
1915,FEBA,1983.0,5.3,,2.0,2.0,120.0,120.0,12.0,3.5,Modern Warfare;Wargame,Hex-and-Counter,,,,,,,
1916,Napoleon's Later Battles I,1992.0,5.5,10155.0,1.0,2.0,240.0,240.0,12.0,2.75,Napoleonic;Wargame,Hex-and-Counter,Napoleon & the Archduke Charles,,,,,,
1917,Bug Buddies,2002.0,3.0,,2.0,4.0,20.0,20.0,,,Animals;Children's Game;Dice;Number,Dice Rolling;Set Collection,,,,,,,
1918,Punta,1950.0,5.0,,2.0,10.0,15.0,15.0,,,Card Game;Dice,Dice Rolling,,,,,,,
1919,Star Trek Starfleet Game,1979.0,4.2,,2.0,4.0,20.0,20.0,6.0,1.0,Children's Game;Movies / TV / Radio theme;Racing;Science Fiction,Point to Point Movement;Roll / Spin and Move,Promotional Board Games;Star Trek,,,,,,
1920,Buckaroo!,1970.0,4.6,12655.0,2.0,4.0,10.0,10.0,4.0,1.0,Action / Dexterity;American West;Animals;Children's Game,,3D Games;Animals: Camels;Animals: Cattle;Celebrities: Walt Disney;Rodeo;Toy Story,,,,,,
1921,Monopoly: NHL,2001.0,5.0,11366.0,3.0,8.0,120.0,120.0,8.0,1.83,Economic;Negotiation;Sports,Auction/Bidding;Dice Rolling;Roll / Spin and Move;Set Collection;Trading,Monopoly;Sports: Ice Hockey;Sports: NHL,,,,,,
1922,Ludoviel,2003.0,6.2,7001.0,1.0,8.0,45.0,45.0,10.0,1.33,Card Game;Memory,Memory,Tube Games,,,,,,
1923,Giganten,1981.0,6.6,,2.0,2.0,30.0,30.0,10.0,2.0,Abstract Strategy;Animals;Prehistoric,Secret Unit Deployment,Animals: Dinosaurs,,,,,,
1924,Sixth Sense,1982.0,6.6,,2.0,2.0,10.0,10.0,,,Abstract Strategy;Electronic;Maze,Pattern Building;Tile Placement,Psychic Powers,,,,,,
1925,Rommel at the Meuse,1995.0,6.6,,1.0,2.0,360.0,360.0,12.0,,World War II,Simulation,,,,,,,
1926,Schwarz-Rot-Gold,1983.0,,,2.0,2.0,20.0,20.0,8.0,,Abstract Strategy,Pattern Building,,,,,,,
1927,Sculley,1987.0,6.0,,2.0,2.0,10.0,10.0,,1.0,Dice;Nautical,Dice Rolling,,,,,,,
1928,Rommel in the Desert,1982.0,7.5,782.0,2.0,2.0,150.0,150.0,12.0,3.4,Wargame;World War II,Dice Rolling;Secret Unit Deployment,Block wargames;Desert Theme,,,,,,
1929,Corsairs,2000.0,6.1,3610.0,2.0,4.0,60.0,60.0,10.0,1.7,Card Game;Fighting;Nautical;Pirates,Area Control / Area Influence;Dice Rolling;Hand Management;Modular Board,,,,,,,
1930,Travel Buff,1987.0,4.9,,2.0,6.0,30.0,30.0,12.0,1.5,Travel;Trivia,Dice Rolling;Partnerships,,,,,,,
1931,The Great Pacific War,2003.0,6.7,6077.0,2.0,7.0,360.0,360.0,12.0,4.11,Wargame;World War II,Chit-Pull System;Dice Rolling;Hex-and-Counter;Simulation,Avalanche Press Chitpull Series,,,,,,
1932,The Warriors of the Green Planet Trilogy of  Games Additional Rules,1976.0,4.0,,2.0,2.0,120.0,120.0,12.0,,Expansion for Base-game;Science Fiction;Wargame,Hex-and-Counter,,,,,,,
1933,Hamburger Hill,1990.0,6.2,9228.0,2.0,2.0,120.0,120.0,12.0,2.71,Vietnam War;Wargame,Hex-and-Counter,Country: Vietnam;Magazine: Command,,,,,,
1934,Operation Solace,1990.0,6.0,9342.0,2.0,2.0,120.0,120.0,12.0,3.2,Vietnam War;Wargame,Hex-and-Counter,Country: Vietnam;Magazine: Command,,,,,,
1935,Indiana Jones and the Wrath of Hecate,1997.0,6.0,,1.0,1.0,120.0,120.0,12.0,2.0,Adventure;Exploration;Movies / TV / Radio theme;World War II,Area Movement;Dice Rolling;Hex-and-Counter,Archaeology;Characters: Indiana Jones;Solitaire Games,,,,,,
1936,Siege at Peking,1982.0,5.7,9860.0,2.0,2.0,120.0,120.0,12.0,2.75,Wargame,Hex-and-Counter;Simultaneous Action Selection,Country: China;Magazine: Wargamer,,,,,,
1937,Red Baron,1985.0,5.8,9810.0,2.0,2.0,120.0,120.0,12.0,3.14,Aviation / Flight;Wargame;World War I,Simultaneous Action Selection,Magazine: Wargamer,,,,,,
1938,Razzia,1992.0,6.3,3657.0,3.0,8.0,30.0,30.0,12.0,1.43,Bluffing;Card Game;Economic;Mafia;Negotiation,Auction/Bidding;Simultaneous Action Selection,,,,,,,
1939,Star Wars: Silent Death Starfighter Combat Game,2001.0,7.3,6151.0,2.0,2.0,120.0,120.0,10.0,2.86,Adventure;Miniatures;Movies / TV / Radio theme;Science Fiction;Wargame,Hex-and-Counter,Silent Death;Star Wars,,,,,,
1940,Star Wars: Corellian Smuggler,1996.0,5.0,,1.0,1.0,120.0,120.0,,2.0,Adventure;Fighting;Movies / TV / Radio theme;Science Fiction,Dice Rolling;Point to Point Movement,Solitaire Games;Star Wars,,,,,,
1941,Warriors of the Green Planet,1976.0,4.7,,2.0,2.0,120.0,120.0,12.0,1.0,Science Fiction;Wargame,Hex-and-Counter,,,,,,,
1942,War of the Sky Galleons,1976.0,3.0,,2.0,2.0,120.0,120.0,12.0,1.0,Science Fiction;Wargame,Hex-and-Counter,,,,,,,
1943,Operation Dragon Rouge,1995.0,6.7,,2.0,3.0,120.0,120.0,,3.0,Modern Warfare;Wargame,Hex-and-Counter,,,,,,,
1944,En Pointe Toujours II: Normandie 1944,2000.0,7.5,,2.0,2.0,120.0,120.0,12.0,3.0,Wargame;World War II,Hex-and-Counter,En Pointe Toujours system;Magazine: Vae Victis,,,,,,
1945,Tank! Expansion,1974.0,6.3,,2.0,2.0,120.0,120.0,12.0,3.0,Expansion for Base-game;Korean War;Modern Warfare;Vietnam War;Wargame;World War II,Hex-and-Counter,,,,,,,
1946,PBI,1972.0,4.0,,2.0,2.0,120.0,120.0,,,Wargame;World War I;World War II,Hex-and-Counter,,,,,,,
1947,Siege!: The Game of Siege Warfare 50 AD-1400 AD,1974.0,5.9,,2.0,2.0,120.0,120.0,12.0,2.0,Ancient;Medieval;Wargame,Hex-and-Counter,,,,,,,
1948,Operation Apocalypse,1996.0,5.7,10105.0,1.0,1.0,120.0,120.0,12.0,2.5,Movies / TV / Radio theme;Vietnam War;Wargame,Hex-and-Counter,Country: Vietnam;Magazine: Vae Victis;Solitaire Games;Solitaire Wargames,,,,,,
1949,Battlecards: World Conflict - North African Campaign - Starter Set,2003.0,6.1,,2.0,8.0,120.0,120.0,,1.0,Card Game;Wargame;World War II,Campaign / Battle Card Driven;Hand Management;Secret Unit Deployment,Battlecards Series,,,,,,
1950,En Pointe Toujours!,1997.0,6.9,,2.0,2.0,120.0,120.0,12.0,2.6,Vietnam War;Wargame,Hex-and-Counter,En Pointe Toujours system;First Indochina war;Magazine: Vae Victis,,,,,,
1951,Surprise!,2003.0,5.8,,2.0,4.0,10.0,10.0,4.0,1.0,Children's Game;Educational;Memory,Memory;Set Collection,,,,,,,
1952,Panzer '44,1975.0,6.0,8795.0,2.0,2.0,120.0,120.0,12.0,2.71,Wargame;World War II,Hex-and-Counter;Simultaneous Action Selection,,,,,,,
1953,Bzz Out,2000.0,5.4,,3.0,6.0,10.0,10.0,4.0,1.0,Card Game;Children's Game;Educational;Memory;Number,Card Drafting;Hand Management;Memory,Animals: Bees,,,,,,
1954,Man to Man,1985.0,6.0,9072.0,2.0,2.0,120.0,120.0,12.0,3.0,Fantasy;Fighting;Medieval;Wargame,Hex-and-Counter,,,,,,,
1955,Silo 14,1983.0,4.4,,1.0,4.0,120.0,120.0,12.0,2.5,Modern Warfare;Wargame,Hex-and-Counter,,,,,,,
1956,Shenandoah,1975.0,7.1,,2.0,2.0,120.0,120.0,12.0,3.13,American Civil War;Wargame,Hex-and-Counter,,,,,,,
1957,Combat Command,1971.0,5.0,11244.0,2.0,2.0,120.0,120.0,12.0,2.5,Wargame;World War II,Hex-and-Counter,Magazine: Strategy & Tactics,,,,,,
1958,Circus Minimus,2000.0,6.4,4051.0,2.0,7.0,60.0,60.0,12.0,2.12,Ancient;Fighting;Racing,Variable Player Powers,Ancient Rome,,,,,,
1959,Objective: Atlanta,1977.0,6.5,,2.0,2.0,180.0,180.0,12.0,2.33,American Civil War;Wargame,Hex-and-Counter,Cities: Atlanta (Georgia USA),,,,,,
1960,Vanity Chase,1988.0,6.2,,2.0,4.0,45.0,45.0,10.0,,Deduction;Humor;Puzzle;Racing;Word Game,Pattern Recognition;Roll / Spin and Move,,,,,,,
1961,Sorry! The Disney Edition,2001.0,4.7,12402.0,2.0,4.0,30.0,30.0,6.0,1.0,Abstract Strategy;Card Game;Children's Game;Movies / TV / Radio theme,,Celebrities: Walt Disney;Pachisi-Ludo;Sorry!;TV Series: Spongebob Squarepants,,,,,,
1962,Let's Go Fishin',1979.0,4.4,12647.0,1.0,4.0,10.0,10.0,4.0,1.11,Action / Dexterity;Animals;Children's Game;Electronic;Movies / TV / Radio theme,,3D Games;Animals: Alligators / Crocodiles;Celebrities: Walt Disney;Promotional Board Games;Sports: Fishing / Angling;TV Series: Spongebob Squarepants,,,,,,
1963,Extinction: The Game Of Ecology,1970.0,6.7,,2.0,4.0,120.0,120.0,8.0,2.0,Animals;Territory Building,Area Enclosure;Area Movement,Evolution,,,,,,
1964,Carrier Battles,1985.0,8.0,,2.0,2.0,180.0,180.0,12.0,4.14,Nautical;Wargame;World War II,Hex-and-Counter,,,,,,,
1965,MechWar 2,1979.0,6.5,,2.0,2.0,240.0,240.0,12.0,3.89,Modern Warfare;Wargame,Hex-and-Counter,,,,,,,
1966,Barbary Coast War,2003.0,2.1,,2.0,5.0,120.0,120.0,12.0,,Nautical;Pirates;Wargame,Area Movement;Dice Rolling,,,,,,,
1967,Dragon Spell,1992.0,5.5,,2.0,4.0,20.0,20.0,7.0,1.0,Adventure;Children's Game;Fantasy,Point to Point Movement;Roll / Spin and Move,Animals: Dragons,,,,,,
1968,Gibberish,1989.0,5.5,,2.0,6.0,20.0,20.0,10.0,2.0,Humor;Party Game;Word Game,Storytelling,,,,,,,
1969,Mausoleum,2000.0,4.6,12374.0,3.0,5.0,20.0,20.0,12.0,1.4,Card Game;Humor,,,,,,,,
1970,Berk's Trap Door game,1985.0,4.4,,2.0,4.0,20.0,20.0,6.0,,Action / Dexterity;Children's Game;Horror;Humor,Roll / Spin and Move,,,,,,,
1971,En Pointe Toujours III: Koursk 1943,2003.0,7.7,,2.0,2.0,60.0,60.0,12.0,2.43,Wargame;World War II,Hex-and-Counter;Secret Unit Deployment,En Pointe Toujours system;Magazine: Vae Victis,,,,,,
1972,Crash! the Bankrupt game,2003.0,6.4,,3.0,5.0,20.0,20.0,,,Card Game;Economic;Party Game,Stock Holding;Variable Phase Order,,,,,,,
1973,Prendi e porta a casa,2004.0,4.7,,3.0,6.0,20.0,20.0,12.0,1.0,Card Game;Humor;Party Game,Acting,,,,,,,
1974,ReelGenius,2003.0,,,2.0,6.0,90.0,90.0,,,Dice;Economic;Movies / TV / Radio theme;Party Game;Trivia,Dice Rolling;Roll / Spin and Move;Set Collection;Simulation;Trading,,,,,,,
1975,Campaigns in the Valley,1988.0,5.7,10053.0,2.0,2.0,120.0,120.0,12.0,2.56,American Civil War;Civil War;Wargame,Dice Rolling;Hex-and-Counter,Campaigns In The Valley;Magazine: Strategy & Tactics,,,,,,
1976,Objective: Tunis,1991.0,5.0,11604.0,2.0,2.0,120.0,120.0,,3.14,Wargame;World War II,Dice Rolling;Hex-and-Counter;Roll / Spin and Move,Battles for North Africa Series;Country: Tunisia;Magazine: Strategy & Tactics,,,,,,
1977,Bible Challenge,1984.0,5.0,11250.0,2.0,16.0,90.0,90.0,10.0,1.8,Religious;Trivia,Roll / Spin and Move,,,,,,,
1978,Hector and Achilles,2003.0,5.5,9693.0,2.0,2.0,30.0,30.0,10.0,1.83,Card Game;Fighting;Mythology,Hand Management;Set Collection,Country: Greece,,,,,,
1979,Rough Riders,1996.0,6.9,,1.0,2.0,10.0,10.0,,2.33,Wargame,Hex-and-Counter,,,,,,,
1980,Unconditional Surrender,1984.0,5.3,,2.0,2.0,90.0,90.0,12.0,3.33,American Civil War;Civil War;Wargame,Dice Rolling;Hex-and-Counter;Simulation,Magazine: Wargamer,,,,,,
1981,Edson's Ridge,1995.0,6.0,,2.0,2.0,90.0,90.0,12.0,2.67,Wargame;World War II,Dice Rolling;Hex-and-Counter;Roll / Spin and Move,Gamefix / Competitive Edge,,,,,,
1982,Rise of the House of Sa'ud,1985.0,4.7,11598.0,2.0,2.0,120.0,120.0,12.0,2.5,Wargame,Dice Rolling;Hex-and-Counter,Magazine: Wargamer,,,,,,
1983,Anvil-Dragoon: Southwall 1944,1986.0,5.1,11151.0,2.0,2.0,120.0,120.0,12.0,3.0,Wargame;World War II,Dice Rolling;Hex-and-Counter,Country: France;Magazine: Wargamer,,,,,,
1984,Fight on the Beaches,1985.0,5.4,10674.0,2.0,2.0,120.0,120.0,12.0,2.7,Wargame;World War II,Dice Rolling;Hex-and-Counter,Magazine: Wargamer,,,,,,
1985,Condottieri: The Battle of Castagnaro,1986.0,6.0,9844.0,2.0,2.0,120.0,120.0,12.0,2.5,Medieval;Wargame,Dice Rolling;Hex-and-Counter;Roll / Spin and Move,Magazine: Wargamer,,,,,,
1986,Terra Galactix,2003.0,4.7,,2.0,4.0,30.0,30.0,,2.0,Science Fiction,Campaign / Battle Card Driven;Co-operative Play;Roll / Spin and Move,Aliens,,,,,,
1987,Schwarzarbeit,2003.0,5.7,9150.0,3.0,5.0,45.0,45.0,12.0,1.75,Card Game;Deduction;Memory,Memory,,,,,,,
1988,Paintcheck: The Paintball Game,2003.0,5.6,,2.0,2.0,120.0,120.0,12.0,4.2,Fighting;Wargame,Area Movement;Dice Rolling,,,,,,,
1989,First Team: Vietnam,1986.0,6.2,7892.0,1.0,1.0,120.0,120.0,12.0,3.0,Modern Warfare;Vietnam War;Wargame,Dice Rolling;Point to Point Movement;Roll / Spin and Move,Country: Vietnam;Magazine: Wargamer;Solitaire Games;Solitaire Wargames,,,,,,
1990,Main Event Wrestling,1998.0,5.9,,2.0,2.0,60.0,60.0,,2.67,Humor;Sports,,Gamefix / Competitive Edge;Sports: Wrestling,,,,,,
1991,Battle Damage: Code Red,1982.0,6.5,,2.0,2.0,120.0,120.0,12.0,2.33,Expansion for Base-game;Movies / TV / Radio theme;Science Fiction;Wargame,Hex-and-Counter,Star Fleet Battles;Star Fleet Universe;Star Trek,,,,,,
1992,Star Fleet Battles Expansion #1,1980.0,6.7,,2.0,2.0,120.0,120.0,12.0,3.75,Expansion for Base-game;Movies / TV / Radio theme;Science Fiction;Wargame,Hex-and-Counter,Star Fleet Battles;Star Fleet Universe;Star Trek;Task Force Games: Pocket Games series,,,,,,
1993,Star Fleet Battles Expansion #2,1982.0,6.7,,2.0,2.0,120.0,120.0,12.0,3.8,Book;Expansion for Base-game;Movies / TV / Radio theme;Science Fiction;Wargame,Hex-and-Counter,Star Fleet Battles;Star Fleet Universe;Star Trek;Task Force Games: Pocket Games series,,,,,,
1994,Star Fleet Battles Expansion #3,1982.0,6.5,,2.0,6.0,150.0,150.0,12.0,3.9,Expansion for Base-game;Science Fiction;Wargame,Dice Rolling;Hex-and-Counter;Variable Player Powers,Star Fleet Battles;Star Fleet Universe;Star Trek;Task Force Games: Pocket Games series,,,,,,
1995,Shoot-Out,1980.0,4.0,,2.0,2.0,30.0,30.0,10.0,,American West;Fighting,,,,,,,,
1996,Top Trumps,1968.0,4.2,12711.0,2.0,6.0,20.0,20.0,6.0,1.05,American West;Aviation / Flight;Card Game;Fantasy;Horror,Card Drafting;Memory;Rock-Paper-Scissors;Trick-taking,Animals: Horses;Animals: Kangaroos;Ben 10;Characters: Asterix;Characters: Hello Kitty;Characters: Indiana Jones,,,,,,
1997,Sword Lords,1981.0,7.0,,2.0,2.0,120.0,120.0,,,Fantasy;Wargame,Hex-and-Counter,,,,,,,
1998,Feudal,1967.0,6.0,3327.0,2.0,6.0,90.0,90.0,10.0,2.25,Abstract Strategy;Medieval,Grid Movement,3M Bookshelf Series;Chess Games,,,,,,
1999,Pearl Harbor,1977.0,5.5,10689.0,2.0,2.0,180.0,180.0,12.0,3.31,Wargame;World War II,Hex-and-Counter,,,,,,,
2000,Trenchfoot,1981.0,5.7,10216.0,2.0,2.0,120.0,120.0,,1.75,Wargame;World War I,Hex-and-Counter,,,,,,,
2001,Malta Clash of Eagles Expansion,1994.0,5.3,,2.0,2.0,120.0,120.0,,,Aviation / Flight;Expansion for Base-game;Wargame;World War II,Hex-and-Counter;Simultaneous Action Selection,Country: Malta,,,,,,
2002,Sturmovik Clash of Eagles Expansion,1995.0,6.0,,2.0,2.0,120.0,120.0,,,Aviation / Flight;Expansion for Base-game;Wargame;World War II,Hex-and-Counter;Simultaneous Action Selection,,,,,,,
2003,Desert Falcons,1988.0,7.2,,2.0,2.0,120.0,120.0,12.0,3.73,Aviation / Flight;Expansion for Base-game;Modern Warfare;Wargame,Hex-and-Counter;Simultaneous Action Selection,Air Power,,,,,,
