id,name,year,rating,rank,num_players,gameplay_time,age,complexity_weight,category,mechanisms,type
bg2472,LifeLinks,2000,0.0,,1-8,10  Min,8+,0.00/5,Card Game;Children's Game;Negotiation;Puzzle,Auction/Bidding;Betting/Wagering;Co-operative Play;Trading,
bg2473,The Road to Dien Bien Phu,,0.0,,2,360  Min,12+,0.00/5,Vietnam War;Wargame,Campaign / Battle Card Driven;Hex-and-Counter;Secret Unit Deployment;Simulation,Block wargames;First Indochina war
bg2474,The Gender Gap,1995,2.9,,2-6,90  Min,12+,0.00/5,Party Game;Trivia,,
bg2475,Superfection,1975,4.9,11584,2-6,30  Min,8+,1.50/5,Action / Dexterity,Hand Management,Perfection
bg2476,Triple Yahtzee,1972,5.7,9263,1-10,45  Min,8+,1.52/5,Dice,Dice Rolling,Yacht;Yahtzee
bg2477,Stadium Checkers,1952,5.5,10224,2-4,30  Min,6+,1.38/5,Abstract Strategy;Racing,Area Movement;Point to Point Movement,3D Games;Marble Games
bg2478,Coda,2002,6.1,2492,2-4,15  Min,8+,1.50/5,Deduction,,Leonardo da Vinci
bg2479,Freight Yard,2001,6.0,,2-6,120  Min,,2.00/5,Industry / Manufacturing;Trains,Action Point Allowance System,Winsome Essen Sets
bg2480,Beachhead Invasion Game,1950,6.0,,1-2,60  Min,6+,1.00/5,Nautical;World War II,,
bg2481,APBA Pro Baseball,1951,6.8,3335,1-2,30  Min,10+,1.91/5,Sports,Dice Rolling;Simultaneous Action Selection,Sports: Baseball
bg2482,Bid It,2003,5.4,,2-6,30  Min,8+,1.00/5,Bluffing;Card Game;Number,Auction/Bidding;Betting/Wagering,
bg2483,The Battles of Waterloo,1994,6.4,4665,1-4,300  Min,12+,3.39/5,Napoleonic;Wargame,Chit-Pull System;Dice Rolling;Hex-and-Counter;Variable Phase Order,
bg2484,Powersled Circuit,2002,6.1,,2-6,90  Min,12+,0.00/5,Card Game;Miniatures;Racing;Science Fiction,Variable Player Powers,
bg2485,Captain America Game (Featuring the Falcon and the Avengers),1977,3.8,,2-4,20  Min,8+,1.00/5,Children's Game;Comic Book / Strip,Roll / Spin and Move,Comics: Marvel Universe;Superheroes
bg2486,Renegade Legion: Centurion - Blood & Steel,1988,6.6,3936,2-4,60  Min,12+,3.28/5,Science Fiction;Wargame,Hex-and-Counter,Renegade Legion
bg2487,kuuduk,2003,5.0,12295,2-8,20  Min,7+,1.37/5,Card Game;Word Game,Hand Management,
bg2488,Fais pas l'âne,2002,5.3,,2-6,30  Min,7+,0.00/5,Card Game,Card Drafting;Trick-taking,Animals: Donkeys
bg2489,Stir Crazy,1996,6.8,,6-12,180  Min,,4.00/5,Party Game,,Food / Cooking
bg2490,Roma,1986,6.4,,4-6,60  Min,12+,2.50/5,Wargame,,Ancient Rome
bg2491,Pirates!,1973,5.2,,2,45  Min,8+,1.25/5,Children's Game;Fighting;Nautical;Pirates,Dice Rolling;Roll / Spin and Move,
bg2492,The Jewish War,2000,5.8,9697,2,45  Min,12+,1.88/5,Ancient;Wargame,Hex-and-Counter,Ancient Rome
bg2493,Robot Wars: The Game,2002,3.8,,2-6,45  Min,8+,2.00/5,Dice;Fighting;Miniatures;Modern Warfare;Movies / TV / Radio theme,Area Movement;Dice Rolling;Role Playing;Simulation;Variable Player Powers,
bg2494,Funny Bunny,1999,5.4,10856,2-4,30  Min,4+,1.00/5,Children's Game;Racing,,3D Games;Animals: Rabbits;Characters: Funny Bunny
bg2495,1 Stein + Co.,2003,6.1,7916,2-4,30  Min,8+,1.50/5,Abstract Strategy,Area Enclosure;Tile Placement,3D Games
bg2496,Raid on Richmond,1991,5.1,11098,2,360  Min,12+,2.60/5,American Civil War;Wargame,Chit-Pull System,Cities: Richmond (Virginia USA)
bg2497,Even Elephants Forget,1981,7.5,,2-4,30  Min,6+,1.00/5,Animals;Children's Game;Memory,Memory;Roll / Spin and Move,
bg2498,Alphabet Soup,1980,5.0,,2-4,30  Min,4+,0.00/5,Animals;Children's Game;Word Game,Roll / Spin and Move,Food / Cooking
bg2499,Perception,1971,4.3,,2-10,30  Min,,1.00/5,Bluffing;Racing,Rock-Paper-Scissors,
bg2500,Dear Abby,1992,0.0,,3-4,60  Min,13+,0.00/5,Party Game,,
bg2501,Herd Your Horses,1993,5.2,11461,1-4,30  Min,8+,1.17/5,American West;Animals;Dice;Educational,Card Drafting;Dice Rolling;Point to Point Movement;Set Collection,Animals: Horses
bg2502,Orient Expedition: India (Scorpion Palace),2002,4.0,,1-2,20  Min,8+,0.00/5,Adventure;Exploration;Miniatures,Modular Board;Point to Point Movement;Roll / Spin and Move,
bg2503,Beat the Experts,2002,4.7,11499,2-4,10  Min,8+,1.67/5,Trivia,,
bg2504,Custer's Last Stand,1976,6.8,,2-4,180  Min,12+,2.00/5,American Indian Wars;American West;Wargame,Dice Rolling;Hex-and-Counter,
bg2505,Hawaiian Punch,1978,5.6,,2-4,20  Min,8+,1.00/5,Children's Game;Humor,Roll / Spin and Move,Play Dough/Clay Games;Promotional Board Games
bg2506,World War II: Pacific Theater of Operations,1991,6.9,4300,2-4,360  Min,12+,4.07/5,Nautical;Wargame;World War II,Area-Impulse;Dice Rolling;Hex-and-Counter;Secret Unit Deployment,
bg2507,Skribble: The Mystery Drawing Game,,6.1,,3,30  Min,8+,1.00/5,Puzzle;Trivia;Word Game,Line Drawing,
bg2508,Oodles of Doodles,2003,6.1,8187,3,30  Min,10+,1.00/5,Party Game;Puzzle;Trivia;Word Game,Line Drawing;Paper-and-Pencil,
bg2509,Initial Reaction,1985,5.2,,2-6,45  Min,12+,0.00/5,Party Game;Trivia,,
bg2510,Thar She Blows!,1990,3.5,,2,45  Min,,1.00/5,Educational;Nautical,Roll / Spin and Move,
bg2511,Anagram,1991,6.3,9265,2-8,20  Min,,1.80/5,Party Game;Word Game,,
bg2512,I.Q. 2000,1984,4.6,12541,2-6,90  Min,7+,1.75/5,Children's Game;Space Exploration;Trivia,Roll / Spin and Move,I.Q. 2000
bg2513,In The Chips: Silicon Valley,1980,4.2,,2-6,60  Min,8+,1.00/5,Travel,Roll / Spin and Move,
bg2514,The Lord of the Rings Labyrinth,2003,6.1,7850,2-4,60  Min,9+,1.43/5,Fantasy;Maze;Movies / TV / Radio theme,Modular Board,Ravensburger Labyrinth Games;Tolkien Games
bg2515,Junkyard Races,2003,6.2,6044,2-8,120  Min,10+,2.18/5,Racing,Set Collection,
bg2516,Perfect Timing!,1998,4.7,,2-4,45  Min,10+,1.00/5,Action / Dexterity;Electronic;Party Game,,
bg2517,Hansa,2004,6.9,568,2-4,60  Min,10+,2.36/5,Economic;Medieval;Nautical;Transportation,Action Point Allowance System;Area Control / Area Influence;Pick-up and Deliver;Point to Point Movement;Set Collection,Admin: Better Description Needed!;Country: Denmark;Country: Holy Roman Empire;Country: Norway;Country: Sweden;Hansa
bg2518,Movie Mania,1992,4.6,11951,2-4,60  Min,13+,2.00/5,Card Game;Memory;Movies / TV / Radio theme;Party Game;Trivia,Memory,
bg2519,Bantu,1955,6.7,7952,2-4,30  Min,8+,2.00/5,Abstract Strategy;Racing,,
bg2520,Music Mania,1996,4.6,,2-4,45  Min,,0.00/5,Music;Trivia,Roll / Spin and Move,Music Making & Makers
bg2521,Millenniumopoly,2000,4.3,,2-6,45  Min,8+,3.00/5,Dice;Economic;Party Game,Auction/Bidding;Betting/Wagering;Dice Rolling;Partnerships;Roll / Spin and Move;Trading,Monopoly
bg2522,Fire in the East,1984,7.5,2407,2-4,3000  Min,12+,4.38/5,Wargame;World War II,Dice Rolling;Hex-and-Counter;Simulation,Europa Series
