_id,ltable_id,rtable_id,ltable_name,ltable_year,rtable_name,rtable_year
48054,6070,8067,Dungeoneer: Tomb of the Lich Lord,2003.0,The Bridges of Shangri-La,2003.0
48432,6203,9535,Capt'n Clever,2003.0,Capt'n Clever,2003.0
48476,6216,3617,Balloon Cup,2003.0,Balloon Cup,2003.0
48864,6278,6340,Oh Really!,2003.0,"Oh, Really!",2003.0
49304,6304,3617,America's Cup,2003.0,Balloon Cup,2003.0
49363,6330,902,Brute Force: The War in the West 1940-1945,2003.0,War of the States: Chickamauga and Chattanooga,2003.0
49445,6330,9944,Brute Force: The War in the West 1940-1945,2003.0,Korea: The Forgotten War,2003.0
49454,6332,811,The Kids of Catan,2003.0,Catan  Card Game - Barbarians & Traders Upgrade Kit,2003.0
49455,6332,902,The Kids of Catan,2003.0,War of the States: Chickamauga and Chattanooga,2003.0
49459,6332,1426,The Kids of Catan,2003.0,Dungeoneer: Vault of the Fiends,2003.0
49466,6332,1961,The Kids of Catan,2003.0,Battle Cry of Freedom,2003.0
49470,6332,2080,The Kids of Catan,2003.0,Granada - The Fall of Moslem Spain,2003.0
49476,6332,2532,The Kids of Catan,2003.0,Duel of Ages Set 1: Worldspanner,2003.0
49483,6332,3312,The Kids of Catan,2003.0,Pack of Flies,2003.0
49496,6332,4933,The Kids of Catan,2003.0,Ark Of The Covenant,2003.0
49498,6332,5488,The Kids of Catan,2003.0,Legends of Football,2003.0
49501,6332,6071,The Kids of Catan,2003.0,Duel of Ages Set 5: Mercenary Camp,2003.0
49505,6332,6235,The Kids of Catan,2003.0,America Triumphant - Battle of the Bulge,2003.0
49510,6332,6505,The Kids of Catan,2003.0,The Fall of France,2003.0
49526,6332,8067,The Kids of Catan,2003.0,The Bridges of Shangri-La,2003.0
49751,6383,2458,Chess Empire,2003.0,Federation & Empire: Advanced Operations,2003.0
49882,6385,6665,When Darkness Comes: The Darkness Before the Dawn,2003.0,When Darkness Comes: Darkness Before the Dawn,2003.0
50353,6456,7924,Mystery Rummy: Al Capone and the Chicago Underworld,2003.0,Mystery Rummy: Al Capone and the Chicago Underworld,2003.0
50559,6573,902,Duel of Ages Set 1: Worldspanner,2003.0,War of the States: Chickamauga and Chattanooga,2003.0
50563,6573,1426,Duel of Ages Set 1: Worldspanner,2003.0,Dungeoneer: Vault of the Fiends,2003.0
50570,6573,1961,Duel of Ages Set 1: Worldspanner,2003.0,Battle Cry of Freedom,2003.0
50574,6573,2080,Duel of Ages Set 1: Worldspanner,2003.0,Granada - The Fall of Moslem Spain,2003.0
50580,6573,2532,Duel of Ages Set 1: Worldspanner,2003.0,Duel of Ages Set 1: Worldspanner,2003.0
50587,6573,3312,Duel of Ages Set 1: Worldspanner,2003.0,Pack of Flies,2003.0
50600,6573,4933,Duel of Ages Set 1: Worldspanner,2003.0,Ark Of The Covenant,2003.0
50602,6573,5488,Duel of Ages Set 1: Worldspanner,2003.0,Legends of Football,2003.0
50605,6573,6071,Duel of Ages Set 1: Worldspanner,2003.0,Duel of Ages Set 5: Mercenary Camp,2003.0
50609,6573,6235,Duel of Ages Set 1: Worldspanner,2003.0,America Triumphant - Battle of the Bulge,2003.0
50614,6573,6505,Duel of Ages Set 1: Worldspanner,2003.0,The Fall of France,2003.0
50630,6573,8067,Duel of Ages Set 1: Worldspanner,2003.0,The Bridges of Shangri-La,2003.0
50631,6573,8262,Duel of Ages Set 1: Worldspanner,2003.0,Friendly Fire Pack #1,2003.0
50743,6616,902,Pack of Flies,2003.0,War of the States: Chickamauga and Chattanooga,2003.0
50747,6616,1426,Pack of Flies,2003.0,Dungeoneer: Vault of the Fiends,2003.0
50754,6616,1961,Pack of Flies,2003.0,Battle Cry of Freedom,2003.0
50758,6616,2080,Pack of Flies,2003.0,Granada - The Fall of Moslem Spain,2003.0
50764,6616,2532,Pack of Flies,2003.0,Duel of Ages Set 1: Worldspanner,2003.0
50771,6616,3312,Pack of Flies,2003.0,Pack of Flies,2003.0
50784,6616,4933,Pack of Flies,2003.0,Ark Of The Covenant,2003.0
50786,6616,5488,Pack of Flies,2003.0,Legends of Football,2003.0
50789,6616,6071,Pack of Flies,2003.0,Duel of Ages Set 5: Mercenary Camp,2003.0
50793,6616,6235,Pack of Flies,2003.0,America Triumphant - Battle of the Bulge,2003.0
50798,6616,6505,Pack of Flies,2003.0,The Fall of France,2003.0
50814,6616,8067,Pack of Flies,2003.0,The Bridges of Shangri-La,2003.0
50815,6616,8262,Pack of Flies,2003.0,Friendly Fire Pack #1,2003.0
50838,6642,1245,Zombies!!! 3:  Mall Walkers,2003.0,Munchkin 3: Clerical Errors,2003.0
51087,6645,7865,Nobody but Us Chickens,2003.0,Nobody but us Chickens,2003.0
51203,6667,902,Duel of Ages Set 2: Intensity,2003.0,War of the States: Chickamauga and Chattanooga,2003.0
51207,6667,1426,Duel of Ages Set 2: Intensity,2003.0,Dungeoneer: Vault of the Fiends,2003.0
51214,6667,1961,Duel of Ages Set 2: Intensity,2003.0,Battle Cry of Freedom,2003.0
51218,6667,2080,Duel of Ages Set 2: Intensity,2003.0,Granada - The Fall of Moslem Spain,2003.0
51224,6667,2532,Duel of Ages Set 2: Intensity,2003.0,Duel of Ages Set 1: Worldspanner,2003.0
51231,6667,3312,Duel of Ages Set 2: Intensity,2003.0,Pack of Flies,2003.0
51244,6667,4933,Duel of Ages Set 2: Intensity,2003.0,Ark Of The Covenant,2003.0
51246,6667,5488,Duel of Ages Set 2: Intensity,2003.0,Legends of Football,2003.0
51249,6667,6071,Duel of Ages Set 2: Intensity,2003.0,Duel of Ages Set 5: Mercenary Camp,2003.0
51253,6667,6235,Duel of Ages Set 2: Intensity,2003.0,America Triumphant - Battle of the Bulge,2003.0
51258,6667,6505,Duel of Ages Set 2: Intensity,2003.0,The Fall of France,2003.0
51274,6667,8067,Duel of Ages Set 2: Intensity,2003.0,The Bridges of Shangri-La,2003.0
51295,6669,902,Duel of Ages Set 6: Field of Honor,2003.0,War of the States: Chickamauga and Chattanooga,2003.0
51299,6669,1426,Duel of Ages Set 6: Field of Honor,2003.0,Dungeoneer: Vault of the Fiends,2003.0
51306,6669,1961,Duel of Ages Set 6: Field of Honor,2003.0,Battle Cry of Freedom,2003.0
51310,6669,2080,Duel of Ages Set 6: Field of Honor,2003.0,Granada - The Fall of Moslem Spain,2003.0
51316,6669,2532,Duel of Ages Set 6: Field of Honor,2003.0,Duel of Ages Set 1: Worldspanner,2003.0
51323,6669,3312,Duel of Ages Set 6: Field of Honor,2003.0,Pack of Flies,2003.0
51336,6669,4933,Duel of Ages Set 6: Field of Honor,2003.0,Ark Of The Covenant,2003.0
51338,6669,5488,Duel of Ages Set 6: Field of Honor,2003.0,Legends of Football,2003.0
51341,6669,6071,Duel of Ages Set 6: Field of Honor,2003.0,Duel of Ages Set 5: Mercenary Camp,2003.0
51345,6669,6235,Duel of Ages Set 6: Field of Honor,2003.0,America Triumphant - Battle of the Bulge,2003.0
51350,6669,6505,Duel of Ages Set 6: Field of Honor,2003.0,The Fall of France,2003.0
51366,6669,8067,Duel of Ages Set 6: Field of Honor,2003.0,The Bridges of Shangri-La,2003.0
51387,6670,902,Duel of Ages Set 3: Vast Horizons,2003.0,War of the States: Chickamauga and Chattanooga,2003.0
51390,6670,1245,Duel of Ages Set 3: Vast Horizons,2003.0,Munchkin 3: Clerical Errors,2003.0
51391,6670,1426,Duel of Ages Set 3: Vast Horizons,2003.0,Dungeoneer: Vault of the Fiends,2003.0
51398,6670,1961,Duel of Ages Set 3: Vast Horizons,2003.0,Battle Cry of Freedom,2003.0
51402,6670,2080,Duel of Ages Set 3: Vast Horizons,2003.0,Granada - The Fall of Moslem Spain,2003.0
51408,6670,2532,Duel of Ages Set 3: Vast Horizons,2003.0,Duel of Ages Set 1: Worldspanner,2003.0
51415,6670,3312,Duel of Ages Set 3: Vast Horizons,2003.0,Pack of Flies,2003.0
51428,6670,4933,Duel of Ages Set 3: Vast Horizons,2003.0,Ark Of The Covenant,2003.0
51430,6670,5488,Duel of Ages Set 3: Vast Horizons,2003.0,Legends of Football,2003.0
51433,6670,6071,Duel of Ages Set 3: Vast Horizons,2003.0,Duel of Ages Set 5: Mercenary Camp,2003.0
51437,6670,6235,Duel of Ages Set 3: Vast Horizons,2003.0,America Triumphant - Battle of the Bulge,2003.0
51442,6670,6505,Duel of Ages Set 3: Vast Horizons,2003.0,The Fall of France,2003.0
51458,6670,8067,Duel of Ages Set 3: Vast Horizons,2003.0,The Bridges of Shangri-La,2003.0
51479,6671,902,Duel of Ages Set 4: Royal Tournament,2003.0,War of the States: Chickamauga and Chattanooga,2003.0
51483,6671,1426,Duel of Ages Set 4: Royal Tournament,2003.0,Dungeoneer: Vault of the Fiends,2003.0
51490,6671,1961,Duel of Ages Set 4: Royal Tournament,2003.0,Battle Cry of Freedom,2003.0
51494,6671,2080,Duel of Ages Set 4: Royal Tournament,2003.0,Granada - The Fall of Moslem Spain,2003.0
51500,6671,2532,Duel of Ages Set 4: Royal Tournament,2003.0,Duel of Ages Set 1: Worldspanner,2003.0
51507,6671,3312,Duel of Ages Set 4: Royal Tournament,2003.0,Pack of Flies,2003.0
51520,6671,4933,Duel of Ages Set 4: Royal Tournament,2003.0,Ark Of The Covenant,2003.0
51522,6671,5488,Duel of Ages Set 4: Royal Tournament,2003.0,Legends of Football,2003.0
51525,6671,6071,Duel of Ages Set 4: Royal Tournament,2003.0,Duel of Ages Set 5: Mercenary Camp,2003.0
51529,6671,6235,Duel of Ages Set 4: Royal Tournament,2003.0,America Triumphant - Battle of the Bulge,2003.0
51534,6671,6505,Duel of Ages Set 4: Royal Tournament,2003.0,The Fall of France,2003.0
51550,6671,8067,Duel of Ages Set 4: Royal Tournament,2003.0,The Bridges of Shangri-La,2003.0
51571,6672,902,Duel of Ages Set 5: Mercenary Camp,2003.0,War of the States: Chickamauga and Chattanooga,2003.0
51572,6672,1070,Duel of Ages Set 5: Mercenary Camp,2003.0,Summer Camp,2003.0
51575,6672,1426,Duel of Ages Set 5: Mercenary Camp,2003.0,Dungeoneer: Vault of the Fiends,2003.0
51582,6672,1961,Duel of Ages Set 5: Mercenary Camp,2003.0,Battle Cry of Freedom,2003.0
51586,6672,2080,Duel of Ages Set 5: Mercenary Camp,2003.0,Granada - The Fall of Moslem Spain,2003.0
51592,6672,2532,Duel of Ages Set 5: Mercenary Camp,2003.0,Duel of Ages Set 1: Worldspanner,2003.0
51599,6672,3312,Duel of Ages Set 5: Mercenary Camp,2003.0,Pack of Flies,2003.0
51612,6672,4933,Duel of Ages Set 5: Mercenary Camp,2003.0,Ark Of The Covenant,2003.0
51614,6672,5488,Duel of Ages Set 5: Mercenary Camp,2003.0,Legends of Football,2003.0
51617,6672,6071,Duel of Ages Set 5: Mercenary Camp,2003.0,Duel of Ages Set 5: Mercenary Camp,2003.0
51621,6672,6235,Duel of Ages Set 5: Mercenary Camp,2003.0,America Triumphant - Battle of the Bulge,2003.0
51626,6672,6505,Duel of Ages Set 5: Mercenary Camp,2003.0,The Fall of France,2003.0
51642,6672,8067,Duel of Ages Set 5: Mercenary Camp,2003.0,The Bridges of Shangri-La,2003.0
51663,6673,902,Duel of Ages Set 7: Ruins of Cany XII,2003.0,War of the States: Chickamauga and Chattanooga,2003.0
51667,6673,1426,Duel of Ages Set 7: Ruins of Cany XII,2003.0,Dungeoneer: Vault of the Fiends,2003.0
51674,6673,1961,Duel of Ages Set 7: Ruins of Cany XII,2003.0,Battle Cry of Freedom,2003.0
51678,6673,2080,Duel of Ages Set 7: Ruins of Cany XII,2003.0,Granada - The Fall of Moslem Spain,2003.0
51684,6673,2532,Duel of Ages Set 7: Ruins of Cany XII,2003.0,Duel of Ages Set 1: Worldspanner,2003.0
51691,6673,3312,Duel of Ages Set 7: Ruins of Cany XII,2003.0,Pack of Flies,2003.0
51704,6673,4933,Duel of Ages Set 7: Ruins of Cany XII,2003.0,Ark Of The Covenant,2003.0
51706,6673,5488,Duel of Ages Set 7: Ruins of Cany XII,2003.0,Legends of Football,2003.0
51709,6673,6071,Duel of Ages Set 7: Ruins of Cany XII,2003.0,Duel of Ages Set 5: Mercenary Camp,2003.0
51713,6673,6235,Duel of Ages Set 7: Ruins of Cany XII,2003.0,America Triumphant - Battle of the Bulge,2003.0
51718,6673,6505,Duel of Ages Set 7: Ruins of Cany XII,2003.0,The Fall of France,2003.0
51734,6673,8067,Duel of Ages Set 7: Ruins of Cany XII,2003.0,The Bridges of Shangri-La,2003.0
52031,6711,902,Labyrinth of Minotaur,2003.0,War of the States: Chickamauga and Chattanooga,2003.0
52035,6711,1426,Labyrinth of Minotaur,2003.0,Dungeoneer: Vault of the Fiends,2003.0
52042,6711,1961,Labyrinth of Minotaur,2003.0,Battle Cry of Freedom,2003.0
52046,6711,2080,Labyrinth of Minotaur,2003.0,Granada - The Fall of Moslem Spain,2003.0
52052,6711,2532,Labyrinth of Minotaur,2003.0,Duel of Ages Set 1: Worldspanner,2003.0
52059,6711,3312,Labyrinth of Minotaur,2003.0,Pack of Flies,2003.0
52072,6711,4933,Labyrinth of Minotaur,2003.0,Ark Of The Covenant,2003.0
52074,6711,5488,Labyrinth of Minotaur,2003.0,Legends of Football,2003.0
52077,6711,6071,Labyrinth of Minotaur,2003.0,Duel of Ages Set 5: Mercenary Camp,2003.0
52081,6711,6235,Labyrinth of Minotaur,2003.0,America Triumphant - Battle of the Bulge,2003.0
52086,6711,6505,Labyrinth of Minotaur,2003.0,The Fall of France,2003.0
52102,6711,8067,Labyrinth of Minotaur,2003.0,The Bridges of Shangri-La,2003.0
52215,6730,902,The Sun of Austerlitz,2003.0,War of the States: Chickamauga and Chattanooga,2003.0
52219,6730,1426,The Sun of Austerlitz,2003.0,Dungeoneer: Vault of the Fiends,2003.0
52226,6730,1961,The Sun of Austerlitz,2003.0,Battle Cry of Freedom,2003.0
52230,6730,2080,The Sun of Austerlitz,2003.0,Granada - The Fall of Moslem Spain,2003.0
52236,6730,2532,The Sun of Austerlitz,2003.0,Duel of Ages Set 1: Worldspanner,2003.0
52243,6730,3312,The Sun of Austerlitz,2003.0,Pack of Flies,2003.0
52256,6730,4933,The Sun of Austerlitz,2003.0,Ark Of The Covenant,2003.0
52258,6730,5488,The Sun of Austerlitz,2003.0,Legends of Football,2003.0
52261,6730,6071,The Sun of Austerlitz,2003.0,Duel of Ages Set 5: Mercenary Camp,2003.0
52265,6730,6235,The Sun of Austerlitz,2003.0,America Triumphant - Battle of the Bulge,2003.0
52270,6730,6505,The Sun of Austerlitz,2003.0,The Fall of France,2003.0
52286,6730,8067,The Sun of Austerlitz,2003.0,The Bridges of Shangri-La,2003.0
52399,6737,902,The Rise of the Roman Republic,2003.0,War of the States: Chickamauga and Chattanooga,2003.0
52403,6737,1426,The Rise of the Roman Republic,2003.0,Dungeoneer: Vault of the Fiends,2003.0
52410,6737,1961,The Rise of the Roman Republic,2003.0,Battle Cry of Freedom,2003.0
52414,6737,2080,The Rise of the Roman Republic,2003.0,Granada - The Fall of Moslem Spain,2003.0
52420,6737,2532,The Rise of the Roman Republic,2003.0,Duel of Ages Set 1: Worldspanner,2003.0
52427,6737,3312,The Rise of the Roman Republic,2003.0,Pack of Flies,2003.0
52440,6737,4933,The Rise of the Roman Republic,2003.0,Ark Of The Covenant,2003.0
52442,6737,5488,The Rise of the Roman Republic,2003.0,Legends of Football,2003.0
52445,6737,6071,The Rise of the Roman Republic,2003.0,Duel of Ages Set 5: Mercenary Camp,2003.0
52449,6737,6235,The Rise of the Roman Republic,2003.0,America Triumphant - Battle of the Bulge,2003.0
52454,6737,6505,The Rise of the Roman Republic,2003.0,The Fall of France,2003.0
52470,6737,8067,The Rise of the Roman Republic,2003.0,The Bridges of Shangri-La,2003.0
52558,6740,7371,Europe Engulfed,2003.0,Europe Engulfed,2003.0
52831,6782,6948,Killer Bunnies and the Quest for the Magic Carrot RED Booster,2003.0,Killer Bunnies and the Quest for the Magic Carrot VIOLET Booster,2003.0
53049,6786,1623,Arnhem: Defiant Stand,2003.0,Arnhem - Defiant Stand (1st Edition),2003.0
53210,6792,9027,King's Breakfast,2003.0,King's Breakfast,2003.0
53442,6800,3473,You Need Drew's Truck,2003.0,You Need Drew's Truck,2003.0
53594,6814,811,Monster Jam Truck Game,2003.0,Catan  Card Game - Barbarians & Traders Upgrade Kit,2003.0
53602,6814,1690,Monster Jam Truck Game,2003.0,Mission Command - Air Game,2003.0
53604,6814,1709,Monster Jam Truck Game,2003.0,"90's Game, The",2003.0
53613,6814,2197,Monster Jam Truck Game,2003.0,"Suicide Bomber Card Game, The",2003.0
53626,6814,3473,Monster Jam Truck Game,2003.0,You Need Drew's Truck,2003.0
53629,6814,3779,Monster Jam Truck Game,2003.0,Mission Command - Sea Game,2003.0
53631,6814,4121,Monster Jam Truck Game,2003.0,Lewis & Clark Exploration Card Game,2003.0
53938,6862,7371,Europe 1520,2003.0,Europe Engulfed,2003.0
53980,6872,2126,Dying Lights,2003.0,Dying Lights,2003.0
54147,6887,902,Lord of the Rings,2003.0,War of the States: Chickamauga and Chattanooga,2003.0
54151,6887,1426,Lord of the Rings,2003.0,Dungeoneer: Vault of the Fiends,2003.0
54158,6887,1961,Lord of the Rings,2003.0,Battle Cry of Freedom,2003.0
54162,6887,2080,Lord of the Rings,2003.0,Granada - The Fall of Moslem Spain,2003.0
54168,6887,2532,Lord of the Rings,2003.0,Duel of Ages Set 1: Worldspanner,2003.0
54175,6887,3312,Lord of the Rings,2003.0,Pack of Flies,2003.0
54188,6887,4933,Lord of the Rings,2003.0,Ark Of The Covenant,2003.0
54190,6887,5488,Lord of the Rings,2003.0,Legends of Football,2003.0
54193,6887,6071,Lord of the Rings,2003.0,Duel of Ages Set 5: Mercenary Camp,2003.0
54197,6887,6235,Lord of the Rings,2003.0,America Triumphant - Battle of the Bulge,2003.0
54202,6887,6505,Lord of the Rings,2003.0,The Fall of France,2003.0
54218,6887,8067,Lord of the Rings,2003.0,The Bridges of Shangri-La,2003.0
54331,6891,902,Age of Steam Expansion #1: England & Ireland,2003.0,War of the States: Chickamauga and Chattanooga,2003.0
54335,6891,1426,Age of Steam Expansion #1: England & Ireland,2003.0,Dungeoneer: Vault of the Fiends,2003.0
54342,6891,1961,Age of Steam Expansion #1: England & Ireland,2003.0,Battle Cry of Freedom,2003.0
54344,6891,2006,Age of Steam Expansion #1: England & Ireland,2003.0,New England,2003.0
54346,6891,2080,Age of Steam Expansion #1: England & Ireland,2003.0,Granada - The Fall of Moslem Spain,2003.0
54352,6891,2532,Age of Steam Expansion #1: England & Ireland,2003.0,Duel of Ages Set 1: Worldspanner,2003.0
54359,6891,3312,Age of Steam Expansion #1: England & Ireland,2003.0,Pack of Flies,2003.0
54372,6891,4933,Age of Steam Expansion #1: England & Ireland,2003.0,Ark Of The Covenant,2003.0
54374,6891,5488,Age of Steam Expansion #1: England & Ireland,2003.0,Legends of Football,2003.0
54377,6891,6071,Age of Steam Expansion #1: England & Ireland,2003.0,Duel of Ages Set 5: Mercenary Camp,2003.0
54381,6891,6235,Age of Steam Expansion #1: England & Ireland,2003.0,America Triumphant - Battle of the Bulge,2003.0
54386,6891,6505,Age of Steam Expansion #1: England & Ireland,2003.0,The Fall of France,2003.0
54400,6891,7910,Age of Steam Expansion #1: England & Ireland,2003.0,Jungle Speed: The Extreme Expansion,2003.0
54402,6891,8067,Age of Steam Expansion #1: England & Ireland,2003.0,The Bridges of Shangri-La,2003.0
54403,6891,8262,Age of Steam Expansion #1: England & Ireland,2003.0,Friendly Fire Pack #1,2003.0
54514,6902,811,Dungeons & Dragons: The Fantasy Adventure Board Game,2003.0,Catan  Card Game - Barbarians & Traders Upgrade Kit,2003.0
54522,6902,1690,Dungeons & Dragons: The Fantasy Adventure Board Game,2003.0,Mission Command - Air Game,2003.0
54524,6902,1709,Dungeons & Dragons: The Fantasy Adventure Board Game,2003.0,"90's Game, The",2003.0
54533,6902,2197,Dungeons & Dragons: The Fantasy Adventure Board Game,2003.0,"Suicide Bomber Card Game, The",2003.0
54549,6902,3779,Dungeons & Dragons: The Fantasy Adventure Board Game,2003.0,Mission Command - Sea Game,2003.0
54551,6902,4121,Dungeons & Dragons: The Fantasy Adventure Board Game,2003.0,Lewis & Clark Exploration Card Game,2003.0
54567,6902,6311,Dungeons & Dragons: The Fantasy Adventure Board Game,2003.0,Fantasy Pub,2003.0
54974,6928,811,Go Bark Card Game,2003.0,Catan  Card Game - Barbarians & Traders Upgrade Kit,2003.0
54982,6928,1690,Go Bark Card Game,2003.0,Mission Command - Air Game,2003.0
54984,6928,1709,Go Bark Card Game,2003.0,"90's Game, The",2003.0
54993,6928,2197,Go Bark Card Game,2003.0,"Suicide Bomber Card Game, The",2003.0
55009,6928,3779,Go Bark Card Game,2003.0,Mission Command - Sea Game,2003.0
55011,6928,4121,Go Bark Card Game,2003.0,Lewis & Clark Exploration Card Game,2003.0
55194,6980,3928,Time Control,2003.0,Time Control,2003.0
55569,156,6884,Monopoly: Coca-Cola Collector's Edition,1996.0,Baraque de Fraiture - The Battle for Parker's Crossroads (2nd Edition),1996.0
55583,191,1714,Scum: The Food Chain Game,1996.0,"Ball and Chain Game, The",1996.0
55588,191,2176,Scum: The Food Chain Game,1996.0,"Very Clever Pipe Game, The",1996.0
55593,191,2984,Scum: The Food Chain Game,1996.0,Champion Hill Board Game,1996.0
55615,191,10190,Scum: The Food Chain Game,1996.0,James Ernest's Totally Renamed Spy Game,1996.0
55621,255,1714,Star Wars: The Interactive Video Board Game,1996.0,"Ball and Chain Game, The",1996.0
55626,255,2176,Star Wars: The Interactive Video Board Game,1996.0,"Very Clever Pipe Game, The",1996.0
55631,255,2984,Star Wars: The Interactive Video Board Game,1996.0,Champion Hill Board Game,1996.0
55653,255,10190,Star Wars: The Interactive Video Board Game,1996.0,James Ernest's Totally Renamed Spy Game,1996.0
55752,646,5787,Weapons & Warriors: Pirate Battle,1996.0,"Battle for North Africa, The",1996.0
55759,646,6884,Weapons & Warriors: Pirate Battle,1996.0,Baraque de Fraiture - The Battle for Parker's Crossroads (2nd Edition),1996.0
55768,646,10298,Weapons & Warriors: Pirate Battle,1996.0,Battles from the Age of Reason #2 - Zorndorf - Frederick vs. the Warriors of Holy Russia,1996.0
55770,669,505,China Moon,1996.0,China Moon,1996.0
55841,749,9974,Jury Trial,1996.0,Trial of the Century,1996.0
55891,792,2130,Don't Make Me Laugh,1996.0,Give Me the Brain,1996.0
55933,871,2555,Fox One,1996.0,Fox One,1996.0
55996,888,10298,Monty Python and the Holy Grail CCG,1996.0,Battles from the Age of Reason #2 - Zorndorf - Frederick vs. the Warriors of Holy Russia,1996.0
56282,1075,4354,Principles of War: Napoleonics,1996.0,Towers of Bel,1996.0
56287,1075,6323,Principles of War: Napoleonics,1996.0,Red Steel - Clash of Armor at Kishinev,1996.0
56290,1075,6556,Principles of War: Napoleonics,1996.0,"Forgotten War, The - Korea",1996.0
56294,1075,7987,Principles of War: Napoleonics,1996.0,Dicemaster: Wilds of Doom,1996.0
56297,1075,9974,Principles of War: Napoleonics,1996.0,Trial of the Century,1996.0
56300,1075,10298,Principles of War: Napoleonics,1996.0,Battles from the Age of Reason #2 - Zorndorf - Frederick vs. the Warriors of Holy Russia,1996.0
56319,1088,4236,Air Baron,1996.0,Air Baron,1996.0
56586,1341,4354,Emmerlaus Duel of Mages,1996.0,Towers of Bel,1996.0
56591,1341,6323,Emmerlaus Duel of Mages,1996.0,Red Steel - Clash of Armor at Kishinev,1996.0
56598,1341,7987,Emmerlaus Duel of Mages,1996.0,Dicemaster: Wilds of Doom,1996.0
56601,1341,9974,Emmerlaus Duel of Mages,1996.0,Trial of the Century,1996.0
56604,1341,10298,Emmerlaus Duel of Mages,1996.0,Battles from the Age of Reason #2 - Zorndorf - Frederick vs. the Warriors of Holy Russia,1996.0
56837,1598,1714,The Cat in the Hat Game,1996.0,"Ball and Chain Game, The",1996.0
56842,1598,2176,The Cat in the Hat Game,1996.0,"Very Clever Pipe Game, The",1996.0
56847,1598,2984,The Cat in the Hat Game,1996.0,Champion Hill Board Game,1996.0
56869,1598,10190,The Cat in the Hat Game,1996.0,James Ernest's Totally Renamed Spy Game,1996.0
56936,1773,6556,Moscow Burning: The Next Russian Civil War,1996.0,"Forgotten War, The - Korea",1996.0
57096,1875,10164,Farm Families,1996.0,Life on the Farm,1996.0
57246,2079,9638,Toying With Destruction,1996.0,Toying with Destruction,1996.0
57673,2690,1714,Highlander: The Card Game,1996.0,"Ball and Chain Game, The",1996.0
57678,2690,2176,Highlander: The Card Game,1996.0,"Very Clever Pipe Game, The",1996.0
57683,2690,2984,Highlander: The Card Game,1996.0,Champion Hill Board Game,1996.0
57705,2690,10190,Highlander: The Card Game,1996.0,James Ernest's Totally Renamed Spy Game,1996.0
57734,2790,6556,The Forgotten War: Korea,1996.0,"Forgotten War, The - Korea",1996.0
57807,2814,6323,Battlechrome: Fire & Steel,1996.0,Red Steel - Clash of Armor at Kishinev,1996.0
57887,2823,6884,Warzone (first edition),1996.0,Baraque de Fraiture - The Battle for Parker's Crossroads (2nd Edition),1996.0
58129,3111,1714,Goosebumps: One Day at Horrorland Game,1996.0,"Ball and Chain Game, The",1996.0
58134,3111,2176,Goosebumps: One Day at Horrorland Game,1996.0,"Very Clever Pipe Game, The",1996.0
58137,3111,2555,Goosebumps: One Day at Horrorland Game,1996.0,Fox One,1996.0
58139,3111,2984,Goosebumps: One Day at Horrorland Game,1996.0,Champion Hill Board Game,1996.0
58161,3111,10190,Goosebumps: One Day at Horrorland Game,1996.0,James Ernest's Totally Renamed Spy Game,1996.0
58319,3246,1714,Portsmouth Harbour Trail Game,1996.0,"Ball and Chain Game, The",1996.0
58324,3246,2176,Portsmouth Harbour Trail Game,1996.0,"Very Clever Pipe Game, The",1996.0
58329,3246,2984,Portsmouth Harbour Trail Game,1996.0,Champion Hill Board Game,1996.0
58351,3246,10190,Portsmouth Harbour Trail Game,1996.0,James Ernest's Totally Renamed Spy Game,1996.0
58433,3356,1714,Goosebumps: A Night in Terror Tower Game,1996.0,"Ball and Chain Game, The",1996.0
58438,3356,2176,Goosebumps: A Night in Terror Tower Game,1996.0,"Very Clever Pipe Game, The",1996.0
58443,3356,2984,Goosebumps: A Night in Terror Tower Game,1996.0,Champion Hill Board Game,1996.0
58465,3356,10190,Goosebumps: A Night in Terror Tower Game,1996.0,James Ernest's Totally Renamed Spy Game,1996.0
58533,3485,6884,Champs de bataille: Soissons 486 et Poitiers 732,1996.0,Baraque de Fraiture - The Battle for Parker's Crossroads (2nd Edition),1996.0
58609,3512,6884,La Campagne de Gettysburg 1863,1996.0,Baraque de Fraiture - The Battle for Parker's Crossroads (2nd Edition),1996.0
58737,3688,1714,Baywatch: The Game,1996.0,"Ball and Chain Game, The",1996.0
58742,3688,2176,Baywatch: The Game,1996.0,"Very Clever Pipe Game, The",1996.0
58747,3688,2984,Baywatch: The Game,1996.0,Champion Hill Board Game,1996.0
58769,3688,10190,Baywatch: The Game,1996.0,James Ernest's Totally Renamed Spy Game,1996.0
59152,3907,505,China Topf,1996.0,China Moon,1996.0
59460,3943,1721,D3 Time Warriors,1996.0,"221B Baker St. - Sherlock Holmes, The Time Machine",1996.0
59492,3943,10298,D3 Time Warriors,1996.0,Battles from the Age of Reason #2 - Zorndorf - Frederick vs. the Warriors of Holy Russia,1996.0
59668,4066,6212,TrainSport: Austria,1996.0,Trainsport - Austria,1996.0
59702,4105,4354,Redemption: City of Bondage,1996.0,Towers of Bel,1996.0
59707,4105,6323,Redemption: City of Bondage,1996.0,Red Steel - Clash of Armor at Kishinev,1996.0
59714,4105,7987,Redemption: City of Bondage,1996.0,Dicemaster: Wilds of Doom,1996.0
